Vocabulary Size:  27710
Total number of model parameters: 14.39M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  6.09 | loss 21.85 | ppl 3085629414.76
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  5.54 | loss 22.79 | ppl 7908017308.49
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  5.54 | loss 22.26 | ppl 4669009063.63
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  5.59 | loss 22.80 | ppl 7944637760.07
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  5.56 | loss 22.71 | ppl 7263441053.59
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  5.54 | loss 22.38 | ppl 5260398142.14
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  5.53 | loss 22.48 | ppl 5788112876.67
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  5.54 | loss 22.38 | ppl 5220185749.50
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  5.54 | loss 22.27 | ppl 4714028445.80
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  5.56 | loss 22.39 | ppl 5269101765.32
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  5.54 | loss 22.57 | ppl 6324058100.72
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  5.53 | loss 22.67 | ppl 6982594995.54
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  5.54 | loss 23.07 | ppl 10410743486.34
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  5.54 | loss 22.92 | ppl 9038245695.04
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  5.54 | loss 22.48 | ppl 5789258925.80
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  5.56 | loss 22.44 | ppl 5584167383.97
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  5.55 | loss 22.79 | ppl 7931808964.17
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  5.53 | loss 22.23 | ppl 4526468446.51
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  5.57 | loss 22.58 | ppl 6403279393.45
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  5.54 | loss 22.65 | ppl 6874468364.42
