Vocabulary Size:  27710
Total number of model parameters: 13.04M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  6.23 | loss  7.10 | ppl  1214.83
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  5.60 | loss  6.40 | ppl   600.29
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  5.58 | loss  6.08 | ppl   439.05
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  5.53 | loss  5.82 | ppl   338.52
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  5.52 | loss  5.66 | ppl   286.23
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  5.52 | loss  5.63 | ppl   278.02
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  5.54 | loss  5.56 | ppl   261.03
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  5.53 | loss  5.53 | ppl   251.19
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  5.58 | loss  5.47 | ppl   238.61
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  5.55 | loss  5.43 | ppl   228.31
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  5.62 | loss  5.37 | ppl   215.18
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  5.72 | loss  5.36 | ppl   213.49
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  5.61 | loss  5.30 | ppl   200.63
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  5.60 | loss  5.31 | ppl   201.74
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  5.55 | loss  5.25 | ppl   191.16
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  5.55 | loss  5.31 | ppl   203.11
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  5.53 | loss  5.23 | ppl   186.19
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  5.54 | loss  5.17 | ppl   176.00
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  5.53 | loss  5.17 | ppl   175.25
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  5.57 | loss  5.15 | ppl   172.03
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  5.52 | loss  5.18 | ppl   178.09
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  5.54 | loss  5.18 | ppl   177.66
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  5.53 | loss  5.14 | ppl   171.35
