Vocabulary Size:  27710
Total number of model parameters: 17.26M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  4.85 | loss  7.87 | ppl  2620.80
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  4.40 | loss  6.22 | ppl   502.98
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.91 | ppl   368.35
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  4.23 | loss  5.69 | ppl   297.38
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  4.26 | loss  5.58 | ppl   265.08
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  4.23 | loss  5.59 | ppl   267.37
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.56 | ppl   260.58
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  4.26 | loss  5.55 | ppl   256.67
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  4.28 | loss  5.53 | ppl   250.97
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  4.34 | loss  5.51 | ppl   246.00
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  4.33 | loss  5.46 | ppl   235.63
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  4.23 | loss  5.47 | ppl   236.91
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  4.26 | loss  5.42 | ppl   226.01
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.43 | ppl   227.81
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  4.25 | loss  5.39 | ppl   218.32
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  4.26 | loss  5.46 | ppl   234.25
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  4.22 | loss  5.38 | ppl   218.06
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  4.26 | loss  5.34 | ppl   209.56
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  4.26 | loss  5.35 | ppl   211.62
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  4.23 | loss  5.35 | ppl   211.23
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  4.23 | loss  5.41 | ppl   222.58
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  4.22 | loss  5.41 | ppl   223.40
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  4.22 | loss  5.47 | ppl   238.53
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  4.26 | loss  6.55 | ppl   698.47
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  4.24 | loss  6.26 | ppl   522.89
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  4.25 | loss  6.23 | ppl   509.58
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  4.26 | loss  6.19 | ppl   487.84
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  4.25 | loss  6.18 | ppl   480.67
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  4.23 | loss  6.02 | ppl   410.87
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.95 | ppl   385.41
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  4.26 | loss  5.97 | ppl   390.77
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 68.75s | valid loss  5.97 | valid ppl   389.58
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  4.24 | loss  6.03 | ppl   416.68
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  4.25 | loss  6.02 | ppl   410.23
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  4.22 | loss  6.00 | ppl   404.27
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  4.22 | loss  5.89 | ppl   362.10
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  4.22 | loss  5.86 | ppl   351.34
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.91 | ppl   370.08
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  4.25 | loss  5.91 | ppl   368.41
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  4.23 | loss  5.91 | ppl   369.96
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  4.23 | loss  5.93 | ppl   376.06
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.94 | ppl   379.34
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  4.23 | loss  5.94 | ppl   378.76
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  4.22 | loss  5.96 | ppl   386.57
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  4.23 | loss  5.90 | ppl   365.87
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  4.25 | loss  5.90 | ppl   366.12
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  4.23 | loss  5.85 | ppl   347.29
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.91 | ppl   367.22
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.85 | ppl   346.02
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.82 | ppl   337.65
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  4.26 | loss  5.83 | ppl   340.33
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  4.23 | loss  5.82 | ppl   335.83
| epoch   2 | 10500/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.85 | ppl   347.30
| epoch   2 | 11000/15983 batches | lr 20.00 | ms/batch  4.27 | loss  5.86 | ppl   351.23
| epoch   2 | 11500/15983 batches | lr 20.00 | ms/batch  4.25 | loss  5.84 | ppl   342.62
| epoch   2 | 12000/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.82 | ppl   338.28
| epoch   2 | 12500/15983 batches | lr 20.00 | ms/batch  4.27 | loss  5.78 | ppl   325.19
| epoch   2 | 13000/15983 batches | lr 20.00 | ms/batch  4.35 | loss  5.80 | ppl   331.79
| epoch   2 | 13500/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.83 | ppl   341.72
| epoch   2 | 14000/15983 batches | lr 20.00 | ms/batch  4.26 | loss  5.85 | ppl   345.87
| epoch   2 | 14500/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.77 | ppl   320.79
| epoch   2 | 15000/15983 batches | lr 20.00 | ms/batch  4.23 | loss  5.75 | ppl   315.02
| epoch   2 | 15500/15983 batches | lr 20.00 | ms/batch  4.23 | loss  5.80 | ppl   328.94
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 68.24s | valid loss  5.86 | valid ppl   351.60
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.86 | ppl   349.43
| epoch   3 |  1000/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.84 | ppl   344.83
| epoch   3 |  1500/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.87 | ppl   355.70
| epoch   3 |  2000/15983 batches | lr 20.00 | ms/batch  4.24 | loss  5.80 | ppl   331.75
| epoch   3 |  2500/15983 batches | lr 20.00 | ms/batch  4.25 | loss  5.77 | ppl   320.03
| epoch   3 |  3000/15983 batches | lr 20.00 | ms/batch  4.23 | loss  5.83 | ppl   338.75
