Vocabulary Size:  27710
Total number of model parameters: 5.73M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  6.21 | loss  9.15 | ppl  9445.43
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  4.41 | loss  8.49 | ppl  4882.40
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  4.13 | loss  8.33 | ppl  4160.52
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  4.15 | loss  8.21 | ppl  3661.71
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  4.23 | loss  8.12 | ppl  3362.29
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  4.18 | loss  8.13 | ppl  3399.23
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  4.17 | loss  8.02 | ppl  3051.93
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  4.17 | loss  7.98 | ppl  2912.85
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.56 | ppl  1924.39
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.59 | ppl  1976.04
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  4.17 | loss  7.51 | ppl  1830.79
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  4.25 | loss  7.46 | ppl  1741.17
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  4.21 | loss  7.40 | ppl  1636.06
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  4.52 | loss  7.45 | ppl  1716.71
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  4.45 | loss  7.42 | ppl  1667.80
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  4.51 | loss  7.44 | ppl  1707.08
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  4.22 | loss  7.37 | ppl  1584.14
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  4.64 | loss  7.40 | ppl  1636.21
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  4.31 | loss  7.32 | ppl  1511.19
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  4.10 | loss  7.27 | ppl  1438.22
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.36 | ppl  1570.50
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  4.15 | loss  7.29 | ppl  1462.27
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.35 | ppl  1559.24
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  4.11 | loss  7.27 | ppl  1440.44
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  4.10 | loss  7.35 | ppl  1560.99
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  4.16 | loss  7.37 | ppl  1585.95
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  4.19 | loss  7.35 | ppl  1549.59
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.30 | ppl  1487.06
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  4.15 | loss  7.31 | ppl  1502.53
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.27 | ppl  1442.33
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  4.46 | loss  7.30 | ppl  1475.66
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 69.39s | valid loss  7.25 | valid ppl  1410.03
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  4.54 | loss  7.34 | ppl  1544.05
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  4.59 | loss  7.39 | ppl  1612.87
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  4.68 | loss  7.31 | ppl  1489.05
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  4.74 | loss  7.39 | ppl  1611.86
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  4.66 | loss  7.33 | ppl  1519.33
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  4.47 | loss  7.36 | ppl  1576.48
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  4.32 | loss  7.35 | ppl  1558.72
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  4.21 | loss  7.33 | ppl  1532.22
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  4.32 | loss  7.36 | ppl  1567.57
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  4.27 | loss  7.45 | ppl  1714.68
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  4.25 | loss  7.30 | ppl  1484.12
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  4.47 | loss  7.34 | ppl  1539.83
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  4.33 | loss  7.36 | ppl  1571.31
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  4.34 | loss  7.43 | ppl  1690.29
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  4.26 | loss  7.42 | ppl  1667.49
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  4.24 | loss  7.50 | ppl  1814.20
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  4.19 | loss  7.30 | ppl  1475.51
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  4.13 | loss  7.39 | ppl  1611.64
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  4.44 | loss  7.27 | ppl  1437.09
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  4.51 | loss  7.33 | ppl  1519.59
| epoch   2 | 10500/15983 batches | lr 20.00 | ms/batch  4.38 | loss  7.32 | ppl  1508.89
| epoch   2 | 11000/15983 batches | lr 20.00 | ms/batch  4.11 | loss  7.36 | ppl  1576.18
| epoch   2 | 11500/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.33 | ppl  1526.02
| epoch   2 | 12000/15983 batches | lr 20.00 | ms/batch  4.40 | loss  7.26 | ppl  1427.62
| epoch   2 | 12500/15983 batches | lr 20.00 | ms/batch  4.67 | loss  7.30 | ppl  1477.08
| epoch   2 | 13000/15983 batches | lr 20.00 | ms/batch  4.46 | loss  7.39 | ppl  1625.16
| epoch   2 | 13500/15983 batches | lr 20.00 | ms/batch  4.24 | loss  7.34 | ppl  1546.54
| epoch   2 | 14000/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.37 | ppl  1579.77
| epoch   2 | 14500/15983 batches | lr 20.00 | ms/batch  4.07 | loss  7.25 | ppl  1412.75
| epoch   2 | 15000/15983 batches | lr 20.00 | ms/batch  4.17 | loss  7.29 | ppl  1469.50
| epoch   2 | 15500/15983 batches | lr 20.00 | ms/batch  4.15 | loss  7.27 | ppl  1440.47
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 70.08s | valid loss  6.86 | valid ppl   956.41
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 20.00 | ms/batch  4.32 | loss  7.37 | ppl  1595.17
| epoch   3 |  1000/15983 batches | lr 20.00 | ms/batch  4.18 | loss  7.36 | ppl  1574.41
| epoch   3 |  1500/15983 batches | lr 20.00 | ms/batch  4.42 | loss  7.37 | ppl  1590.60
| epoch   3 |  2000/15983 batches | lr 20.00 | ms/batch  4.43 | loss  7.34 | ppl  1547.22
| epoch   3 |  2500/15983 batches | lr 20.00 | ms/batch  4.62 | loss  7.25 | ppl  1401.52
| epoch   3 |  3000/15983 batches | lr 20.00 | ms/batch  4.63 | loss  7.30 | ppl  1482.74
| epoch   3 |  3500/15983 batches | lr 20.00 | ms/batch  4.57 | loss  7.33 | ppl  1518.13
| epoch   3 |  4000/15983 batches | lr 20.00 | ms/batch  4.13 | loss  7.33 | ppl  1529.21
| epoch   3 |  4500/15983 batches | lr 20.00 | ms/batch  4.16 | loss  7.36 | ppl  1576.76
| epoch   3 |  5000/15983 batches | lr 20.00 | ms/batch  4.07 | loss  7.47 | ppl  1751.56
| epoch   3 |  5500/15983 batches | lr 20.00 | ms/batch  4.03 | loss  7.32 | ppl  1516.64
| epoch   3 |  6000/15983 batches | lr 20.00 | ms/batch  4.35 | loss  7.36 | ppl  1565.32
| epoch   3 |  6500/15983 batches | lr 20.00 | ms/batch  4.52 | loss  7.41 | ppl  1650.32
| epoch   3 |  7000/15983 batches | lr 20.00 | ms/batch  4.32 | loss  7.38 | ppl  1602.87
| epoch   3 |  7500/15983 batches | lr 20.00 | ms/batch  4.16 | loss  7.39 | ppl  1621.17
| epoch   3 |  8000/15983 batches | lr 20.00 | ms/batch  4.70 | loss  7.45 | ppl  1712.14
| epoch   3 |  8500/15983 batches | lr 20.00 | ms/batch  4.63 | loss  7.38 | ppl  1608.12
| epoch   3 |  9000/15983 batches | lr 20.00 | ms/batch  4.59 | loss  7.38 | ppl  1609.49
| epoch   3 |  9500/15983 batches | lr 20.00 | ms/batch  4.49 | loss  7.31 | ppl  1496.92
| epoch   3 | 10000/15983 batches | lr 20.00 | ms/batch  4.29 | loss  7.29 | ppl  1458.50
| epoch   3 | 10500/15983 batches | lr 20.00 | ms/batch  4.21 | loss  7.34 | ppl  1535.65
| epoch   3 | 11000/15983 batches | lr 20.00 | ms/batch  4.30 | loss  7.29 | ppl  1465.88
| epoch   3 | 11500/15983 batches | lr 20.00 | ms/batch  4.50 | loss  7.32 | ppl  1517.08
| epoch   3 | 12000/15983 batches | lr 20.00 | ms/batch  4.43 | loss  7.28 | ppl  1457.66
| epoch   3 | 12500/15983 batches | lr 20.00 | ms/batch  4.44 | loss  7.27 | ppl  1433.13
| epoch   3 | 13000/15983 batches | lr 20.00 | ms/batch  4.51 | loss  7.29 | ppl  1460.74
| epoch   3 | 13500/15983 batches | lr 20.00 | ms/batch  4.56 | loss  7.29 | ppl  1458.47
| epoch   3 | 14000/15983 batches | lr 20.00 | ms/batch  4.53 | loss  7.35 | ppl  1555.53
| epoch   3 | 14500/15983 batches | lr 20.00 | ms/batch  4.60 | loss  7.29 | ppl  1464.56
| epoch   3 | 15000/15983 batches | lr 20.00 | ms/batch  4.91 | loss  7.30 | ppl  1485.64
| epoch   3 | 15500/15983 batches | lr 20.00 | ms/batch  4.56 | loss  7.26 | ppl  1425.63
-----------------------------------------------------------------------------------------
| end of epoch   3 | time: 71.20s | valid loss  6.80 | valid ppl   893.85
-----------------------------------------------------------------------------------------
| epoch   4 |   500/15983 batches | lr 20.00 | ms/batch  4.65 | loss  7.36 | ppl  1570.73
| epoch   4 |  1000/15983 batches | lr 20.00 | ms/batch  4.47 | loss  7.42 | ppl  1662.82
| epoch   4 |  1500/15983 batches | lr 20.00 | ms/batch  4.52 | loss  7.40 | ppl  1637.17
| epoch   4 |  2000/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.43 | ppl  1688.50
| epoch   4 |  2500/15983 batches | lr 20.00 | ms/batch  4.45 | loss  7.28 | ppl  1453.24
| epoch   4 |  3000/15983 batches | lr 20.00 | ms/batch  4.57 | loss  7.32 | ppl  1506.80
| epoch   4 |  3500/15983 batches | lr 20.00 | ms/batch  4.27 | loss  7.36 | ppl  1572.27
| epoch   4 |  4000/15983 batches | lr 20.00 | ms/batch  4.06 | loss  7.31 | ppl  1491.04
| epoch   4 |  4500/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.39 | ppl  1622.01
| epoch   4 |  5000/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.35 | ppl  1560.03
| epoch   4 |  5500/15983 batches | lr 20.00 | ms/batch  4.41 | loss  7.36 | ppl  1566.37
| epoch   4 |  6000/15983 batches | lr 20.00 | ms/batch  4.16 | loss  7.38 | ppl  1595.69
| epoch   4 |  6500/15983 batches | lr 20.00 | ms/batch  4.13 | loss  7.31 | ppl  1496.48
| epoch   4 |  7000/15983 batches | lr 20.00 | ms/batch  4.22 | loss  7.32 | ppl  1505.12
| epoch   4 |  7500/15983 batches | lr 20.00 | ms/batch  4.17 | loss  7.36 | ppl  1566.18
| epoch   4 |  8000/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.45 | ppl  1712.49
| epoch   4 |  8500/15983 batches | lr 20.00 | ms/batch  4.13 | loss  7.39 | ppl  1613.25
| epoch   4 |  9000/15983 batches | lr 20.00 | ms/batch  4.07 | loss  7.32 | ppl  1516.26
| epoch   4 |  9500/15983 batches | lr 20.00 | ms/batch  4.10 | loss  7.32 | ppl  1508.23
| epoch   4 | 10000/15983 batches | lr 20.00 | ms/batch  4.15 | loss  7.32 | ppl  1504.18
| epoch   4 | 10500/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.34 | ppl  1539.25
| epoch   4 | 11000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.28 | ppl  1449.57
| epoch   4 | 11500/15983 batches | lr 20.00 | ms/batch  4.18 | loss  7.33 | ppl  1525.25
| epoch   4 | 12000/15983 batches | lr 20.00 | ms/batch  4.14 | loss  7.29 | ppl  1461.97
| epoch   4 | 12500/15983 batches | lr 20.00 | ms/batch  4.13 | loss  7.33 | ppl  1523.49
| epoch   4 | 13000/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.31 | ppl  1497.46
| epoch   4 | 13500/15983 batches | lr 20.00 | ms/batch  4.09 | loss  7.33 | ppl  1522.86
| epoch   4 | 14000/15983 batches | lr 20.00 | ms/batch  4.07 | loss  7.34 | ppl  1539.39
| epoch   4 | 14500/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.22 | ppl  1363.26
| epoch   4 | 15000/15983 batches | lr 20.00 | ms/batch  4.06 | loss  7.26 | ppl  1425.38
| epoch   4 | 15500/15983 batches | lr 20.00 | ms/batch  4.12 | loss  7.24 | ppl  1400.75
-----------------------------------------------------------------------------------------
| end of epoch   4 | time: 67.73s | valid loss  6.89 | valid ppl   984.23
-----------------------------------------------------------------------------------------
| epoch   5 |   500/15983 batches | lr 5.00 | ms/batch  4.16 | loss  6.58 | ppl   720.83
| epoch   5 |  1000/15983 batches | lr 5.00 | ms/batch  4.10 | loss  6.59 | ppl   726.88
| epoch   5 |  1500/15983 batches | lr 5.00 | ms/batch  4.14 | loss  6.62 | ppl   751.63
| epoch   5 |  2000/15983 batches | lr 5.00 | ms/batch  4.16 | loss  6.54 | ppl   695.28
| epoch   5 |  2500/15983 batches | lr 5.00 | ms/batch  4.06 | loss  6.48 | ppl   654.34
| epoch   5 |  3000/15983 batches | lr 5.00 | ms/batch  4.04 | loss  6.56 | ppl   709.49
| epoch   5 |  3500/15983 batches | lr 5.00 | ms/batch  4.08 | loss  6.58 | ppl   720.37
| epoch   5 |  4000/15983 batches | lr 5.00 | ms/batch  4.13 | loss  6.61 | ppl   745.77
| epoch   5 |  4500/15983 batches | lr 5.00 | ms/batch  4.20 | loss  6.63 | ppl   754.49
| epoch   5 |  5000/15983 batches | lr 5.00 | ms/batch  4.08 | loss  6.63 | ppl   757.52
| epoch   5 |  5500/15983 batches | lr 5.00 | ms/batch  4.05 | loss  6.60 | ppl   734.65
| epoch   5 |  6000/15983 batches | lr 5.00 | ms/batch  4.16 | loss  6.61 | ppl   739.23
| epoch   5 |  6500/15983 batches | lr 5.00 | ms/batch  4.08 | loss  6.56 | ppl   707.35
| epoch   5 |  7000/15983 batches | lr 5.00 | ms/batch  4.14 | loss  6.58 | ppl   723.97
| epoch   5 |  7500/15983 batches | lr 5.00 | ms/batch  4.14 | loss  6.56 | ppl   707.43
| epoch   5 |  8000/15983 batches | lr 5.00 | ms/batch  4.10 | loss  6.61 | ppl   744.04
| epoch   5 |  8500/15983 batches | lr 5.00 | ms/batch  4.04 | loss  6.56 | ppl   706.49
| epoch   5 |  9000/15983 batches | lr 5.00 | ms/batch  4.09 | loss  6.53 | ppl   682.30
| epoch   5 |  9500/15983 batches | lr 5.00 | ms/batch  4.13 | loss  6.55 | ppl   697.38
| epoch   5 | 10000/15983 batches | lr 5.00 | ms/batch  4.15 | loss  6.56 | ppl   709.10
| epoch   5 | 10500/15983 batches | lr 5.00 | ms/batch  4.10 | loss  6.57 | ppl   716.67
| epoch   5 | 11000/15983 batches | lr 5.00 | ms/batch  4.13 | loss  6.56 | ppl   703.32
| epoch   5 | 11500/15983 batches | lr 5.00 | ms/batch  4.11 | loss  6.56 | ppl   703.10
| epoch   5 | 12000/15983 batches | lr 5.00 | ms/batch  4.12 | loss  6.53 | ppl   682.89
| epoch   5 | 12500/15983 batches | lr 5.00 | ms/batch  4.14 | loss  6.50 | ppl   665.84
| epoch   5 | 13000/15983 batches | lr 5.00 | ms/batch  4.10 | loss  6.54 | ppl   689.60
| epoch   5 | 13500/15983 batches | lr 5.00 | ms/batch  4.11 | loss  6.56 | ppl   706.76
| epoch   5 | 14000/15983 batches | lr 5.00 | ms/batch  4.15 | loss  6.58 | ppl   721.58
| epoch   5 | 14500/15983 batches | lr 5.00 | ms/batch  4.15 | loss  6.49 | ppl   659.50
| epoch   5 | 15000/15983 batches | lr 5.00 | ms/batch  4.12 | loss  6.48 | ppl   649.98
| epoch   5 | 15500/15983 batches | lr 5.00 | ms/batch  4.13 | loss  6.51 | ppl   671.09
-----------------------------------------------------------------------------------------
| end of epoch   5 | time: 66.40s | valid loss  6.59 | valid ppl   728.24
-----------------------------------------------------------------------------------------
| epoch   6 |   500/15983 batches | lr 5.00 | ms/batch  4.16 | loss  6.56 | ppl   708.48
| epoch   6 |  1000/15983 batches | lr 5.00 | ms/batch  4.18 | loss  6.57 | ppl   716.41
| epoch   6 |  1500/15983 batches | lr 5.00 | ms/batch  4.55 | loss  6.61 | ppl   739.11
| epoch   6 |  2000/15983 batches | lr 5.00 | ms/batch  4.50 | loss  6.53 | ppl   686.41
| epoch   6 |  2500/15983 batches | lr 5.00 | ms/batch  4.28 | loss  6.47 | ppl   648.64
| epoch   6 |  3000/15983 batches | lr 5.00 | ms/batch  4.09 | loss  6.55 | ppl   701.60
| epoch   6 |  3500/15983 batches | lr 5.00 | ms/batch  4.22 | loss  6.57 | ppl   711.87
| epoch   6 |  4000/15983 batches | lr 5.00 | ms/batch  4.21 | loss  6.60 | ppl   732.70
| epoch   6 |  4500/15983 batches | lr 5.00 | ms/batch  4.50 | loss  6.61 | ppl   743.52
| epoch   6 |  5000/15983 batches | lr 5.00 | ms/batch  4.42 | loss  6.61 | ppl   745.93
| epoch   6 |  5500/15983 batches | lr 5.00 | ms/batch  4.49 | loss  6.58 | ppl   723.35
| epoch   6 |  6000/15983 batches | lr 5.00 | ms/batch  4.49 | loss  6.59 | ppl   728.26
| epoch   6 |  6500/15983 batches | lr 5.00 | ms/batch  4.63 | loss  6.55 | ppl   698.83
| epoch   6 |  7000/15983 batches | lr 5.00 | ms/batch  4.61 | loss  6.57 | ppl   712.96
| epoch   6 |  7500/15983 batches | lr 5.00 | ms/batch  4.62 | loss  6.55 | ppl   699.31
| epoch   6 |  8000/15983 batches | lr 5.00 | ms/batch  4.64 | loss  6.60 | ppl   734.78
| epoch   6 |  8500/15983 batches | lr 5.00 | ms/batch  4.47 | loss  6.54 | ppl   695.71
| epoch   6 |  9000/15983 batches | lr 5.00 | ms/batch  4.12 | loss  6.51 | ppl   673.52
| epoch   6 |  9500/15983 batches | lr 5.00 | ms/batch  4.54 | loss  6.54 | ppl   689.91
| epoch   6 | 10000/15983 batches | lr 5.00 | ms/batch  4.49 | loss  6.55 | ppl   701.10
| epoch   6 | 10500/15983 batches | lr 5.00 | ms/batch  4.60 | loss  6.56 | ppl   708.68
| epoch   6 | 11000/15983 batches | lr 5.00 | ms/batch  4.58 | loss  6.54 | ppl   694.04
| epoch   6 | 11500/15983 batches | lr 5.00 | ms/batch  4.53 | loss  6.54 | ppl   694.86
| epoch   6 | 12000/15983 batches | lr 5.00 | ms/batch  4.64 | loss  6.52 | ppl   675.49
| epoch   6 | 12500/15983 batches | lr 5.00 | ms/batch  4.53 | loss  6.49 | ppl   659.33
| epoch   6 | 13000/15983 batches | lr 5.00 | ms/batch  4.46 | loss  6.52 | ppl   681.81
| epoch   6 | 13500/15983 batches | lr 5.00 | ms/batch  4.38 | loss  6.55 | ppl   698.48
| epoch   6 | 14000/15983 batches | lr 5.00 | ms/batch  4.15 | loss  6.57 | ppl   713.39
| epoch   6 | 14500/15983 batches | lr 5.00 | ms/batch  4.07 | loss  6.48 | ppl   654.02
| epoch   6 | 15000/15983 batches | lr 5.00 | ms/batch  4.08 | loss  6.47 | ppl   644.13
| epoch   6 | 15500/15983 batches | lr 5.00 | ms/batch  4.16 | loss  6.50 | ppl   663.82
-----------------------------------------------------------------------------------------
| end of epoch   6 | time: 70.86s | valid loss  6.63 | valid ppl   758.16
-----------------------------------------------------------------------------------------
=========================================================================================
| End of training | test loss  6.63 | test ppl   758.41
=========================================================================================
