Vocabulary Size:  27710
Total number of model parameters: 5.81M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  3.20 | loss  7.07 | ppl  1178.11
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  2.66 | loss  6.42 | ppl   614.11
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  2.66 | loss  6.09 | ppl   443.33
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.87 | ppl   352.72
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  2.69 | loss  5.71 | ppl   301.83
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.70 | ppl   299.98
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.67 | ppl   289.41
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.65 | ppl   283.09
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  2.69 | loss  5.62 | ppl   274.77
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.58 | ppl   264.69
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.52 | ppl   250.79
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  2.69 | loss  5.52 | ppl   249.48
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.47 | ppl   237.21
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.48 | ppl   238.80
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  2.69 | loss  5.42 | ppl   226.84
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.48 | ppl   240.46
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.40 | ppl   221.96
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.35 | ppl   211.01
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.35 | ppl   211.07
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.34 | ppl   209.03
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.37 | ppl   215.57
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.37 | ppl   214.71
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.34 | ppl   208.34
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.32 | ppl   204.23
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.28 | ppl   195.68
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.30 | ppl   199.56
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.32 | ppl   205.03
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.34 | ppl   208.82
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.25 | ppl   191.10
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.24 | ppl   188.26
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.26 | ppl   191.86
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 43.27s | valid loss  5.39 | valid ppl   220.10
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.31 | ppl   201.60
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.30 | ppl   200.60
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.33 | ppl   206.20
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.25 | ppl   190.14
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.20 | ppl   181.96
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.26 | ppl   191.72
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.27 | ppl   194.88
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  2.69 | loss  5.28 | ppl   196.04
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.28 | ppl   196.70
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.28 | ppl   195.51
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.26 | ppl   191.86
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.27 | ppl   195.07
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.23 | ppl   186.67
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.25 | ppl   189.90
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.21 | ppl   183.32
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.28 | ppl   197.24
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.22 | ppl   184.32
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.18 | ppl   177.34
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.19 | ppl   179.08
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  2.69 | loss  5.18 | ppl   178.44
| epoch   2 | 10500/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.22 | ppl   185.50
| epoch   2 | 11000/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.23 | ppl   186.14
| epoch   2 | 11500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.20 | ppl   180.43
| epoch   2 | 12000/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.19 | ppl   179.39
| epoch   2 | 12500/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.15 | ppl   172.67
| epoch   2 | 13000/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.17 | ppl   176.48
| epoch   2 | 13500/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.20 | ppl   180.65
| epoch   2 | 14000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.22 | ppl   184.47
| epoch   2 | 14500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.15 | ppl   171.74
| epoch   2 | 15000/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.14 | ppl   169.92
| epoch   2 | 15500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.15 | ppl   172.55
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 42.94s | valid loss  5.29 | valid ppl   197.94
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.20 | ppl   181.81
| epoch   3 |  1000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.20 | ppl   181.22
| epoch   3 |  1500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.22 | ppl   185.71
| epoch   3 |  2000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.15 | ppl   173.16
| epoch   3 |  2500/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.12 | ppl   168.13
| epoch   3 |  3000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.17 | ppl   175.88
| epoch   3 |  3500/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.19 | ppl   179.73
| epoch   3 |  4000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.19 | ppl   180.24
| epoch   3 |  4500/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.20 | ppl   181.00
| epoch   3 |  5000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.20 | ppl   181.02
| epoch   3 |  5500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.18 | ppl   178.19
| epoch   3 |  6000/15983 batches | lr 20.00 | ms/batch  2.69 | loss  5.20 | ppl   182.18
| epoch   3 |  6500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.16 | ppl   174.91
| epoch   3 |  7000/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.18 | ppl   177.40
| epoch   3 |  7500/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.15 | ppl   172.06
| epoch   3 |  8000/15983 batches | lr 20.00 | ms/batch  2.69 | loss  5.22 | ppl   185.01
| epoch   3 |  8500/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.16 | ppl   173.66
| epoch   3 |  9000/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.12 | ppl   166.83
| epoch   3 |  9500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.13 | ppl   169.39
| epoch   3 | 10000/15983 batches | lr 20.00 | ms/batch  2.69 | loss  5.13 | ppl   168.27
| epoch   3 | 10500/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.16 | ppl   174.60
| epoch   3 | 11000/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.17 | ppl   176.16
| epoch   3 | 11500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.14 | ppl   171.13
| epoch   3 | 12000/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.14 | ppl   169.88
| epoch   3 | 12500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.10 | ppl   164.55
| epoch   3 | 13000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.12 | ppl   168.00
| epoch   3 | 13500/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.15 | ppl   171.68
| epoch   3 | 14000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.17 | ppl   175.41
| epoch   3 | 14500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.10 | ppl   163.56
| epoch   3 | 15000/15983 batches | lr 20.00 | ms/batch  2.70 | loss  5.09 | ppl   162.62
| epoch   3 | 15500/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.10 | ppl   164.65
-----------------------------------------------------------------------------------------
| end of epoch   3 | time: 43.02s | valid loss  5.25 | valid ppl   191.13
-----------------------------------------------------------------------------------------
| epoch   4 |   500/15983 batches | lr 20.00 | ms/batch  2.69 | loss  5.15 | ppl   173.01
| epoch   4 |  1000/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.15 | ppl   172.63
| epoch   4 |  1500/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.18 | ppl   177.28
| epoch   4 |  2000/15983 batches | lr 20.00 | ms/batch  2.69 | loss  5.11 | ppl   165.76
| epoch   4 |  2500/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.09 | ppl   161.59
| epoch   4 |  3000/15983 batches | lr 20.00 | ms/batch  2.70 | loss  5.13 | ppl   169.07
| epoch   4 |  3500/15983 batches | lr 20.00 | ms/batch  2.69 | loss  5.15 | ppl   172.45
| epoch   4 |  4000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.15 | ppl   172.26
| epoch   4 |  4500/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.16 | ppl   173.40
| epoch   4 |  5000/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.16 | ppl   173.31
| epoch   4 |  5500/15983 batches | lr 20.00 | ms/batch  2.69 | loss  5.15 | ppl   171.74
| epoch   4 |  6000/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.17 | ppl   175.31
| epoch   4 |  6500/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.13 | ppl   168.27
| epoch   4 |  7000/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.14 | ppl   171.08
| epoch   4 |  7500/15983 batches | lr 20.00 | ms/batch  2.69 | loss  5.11 | ppl   166.11
| epoch   4 |  8000/15983 batches | lr 20.00 | ms/batch  2.68 | loss  5.18 | ppl   178.38
| epoch   4 |  8500/15983 batches | lr 20.00 | ms/batch  2.70 | loss  5.12 | ppl   167.81
| epoch   4 |  9000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.09 | ppl   161.66
| epoch   4 |  9500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.10 | ppl   163.71
| epoch   4 | 10000/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.09 | ppl   162.35
| epoch   4 | 10500/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.13 | ppl   168.95
| epoch   4 | 11000/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.14 | ppl   170.75
| epoch   4 | 11500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.11 | ppl   165.96
| epoch   4 | 12000/15983 batches | lr 20.00 | ms/batch  2.66 | loss  5.11 | ppl   165.25
| epoch   4 | 12500/15983 batches | lr 20.00 | ms/batch  2.67 | loss  5.07 | ppl   159.85
