Vocabulary Size:  27710
Total number of model parameters: 26.05M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  7.76 | loss 10.91 | ppl 54773.19
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  7.39 | loss  7.11 | ppl  1223.81
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  7.15 | loss  6.40 | ppl   599.20
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  7.16 | loss  6.01 | ppl   406.21
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  7.19 | loss  5.79 | ppl   326.70
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  7.15 | loss  5.75 | ppl   315.50
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  7.16 | loss  5.70 | ppl   299.61
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  7.19 | loss  5.67 | ppl   288.73
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  7.18 | loss  5.63 | ppl   277.75
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  7.16 | loss  5.59 | ppl   269.04
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  7.15 | loss  5.54 | ppl   253.99
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  7.18 | loss  5.53 | ppl   252.02
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  7.18 | loss  5.48 | ppl   239.31
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  7.20 | loss  5.48 | ppl   240.56
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  7.39 | loss  5.43 | ppl   227.63
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  7.26 | loss  5.49 | ppl   243.30
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  7.14 | loss  5.41 | ppl   223.49
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  7.20 | loss  5.36 | ppl   212.35
