Vocabulary Size:  27710
Total number of model parameters: 14.15M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  3.09 | loss  9.08 | ppl  8788.52
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  2.58 | loss  6.66 | ppl   778.19
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  2.59 | loss  6.26 | ppl   525.58
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  2.57 | loss  6.09 | ppl   442.78
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  2.57 | loss  6.01 | ppl   408.15
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  2.58 | loss  6.07 | ppl   430.92
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  2.56 | loss  6.06 | ppl   428.53
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  6.07 | ppl   434.43
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  2.56 | loss  6.08 | ppl   435.07
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  6.05 | ppl   424.63
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  2.60 | loss  6.02 | ppl   410.04
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  2.58 | loss  6.02 | ppl   411.74
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.97 | ppl   392.02
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  2.58 | loss  5.98 | ppl   394.68
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  2.58 | loss  5.93 | ppl   377.75
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.99 | ppl   401.03
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.93 | ppl   374.56
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.91 | ppl   368.25
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.91 | ppl   369.33
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.89 | ppl   362.84
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.92 | ppl   370.78
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.91 | ppl   366.89
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.90 | ppl   363.48
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.88 | ppl   358.32
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  2.58 | loss  5.85 | ppl   348.00
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  2.58 | loss  5.87 | ppl   352.77
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  2.57 | loss  5.89 | ppl   361.12
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.91 | ppl   370.00
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  2.57 | loss  5.82 | ppl   337.62
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  2.57 | loss  5.79 | ppl   327.96
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  2.57 | loss  5.83 | ppl   341.77
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 41.54s | valid loss  5.95 | valid ppl   385.33
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.90 | ppl   366.62
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.89 | ppl   361.61
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.92 | ppl   374.20
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.85 | ppl   345.56
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.81 | ppl   332.94
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.86 | ppl   351.59
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.88 | ppl   356.12
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.90 | ppl   364.70
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.91 | ppl   369.40
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.90 | ppl   364.41
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.88 | ppl   358.06
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.90 | ppl   364.57
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  2.57 | loss  5.85 | ppl   348.36
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.87 | ppl   355.97
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.84 | ppl   342.18
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  2.57 | loss  5.91 | ppl   370.33
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.85 | ppl   348.47
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.82 | ppl   335.66
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.83 | ppl   339.26
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.82 | ppl   337.89
| epoch   2 | 10500/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.86 | ppl   350.79
| epoch   2 | 11000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.85 | ppl   347.56
| epoch   2 | 11500/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.84 | ppl   342.23
| epoch   2 | 12000/15983 batches | lr 20.00 | ms/batch  2.57 | loss  5.83 | ppl   338.90
| epoch   2 | 12500/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.79 | ppl   328.28
| epoch   2 | 13000/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.81 | ppl   334.11
| epoch   2 | 13500/15983 batches | lr 20.00 | ms/batch  2.57 | loss  5.83 | ppl   341.91
| epoch   2 | 14000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.86 | ppl   349.86
| epoch   2 | 14500/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.78 | ppl   323.20
| epoch   2 | 15000/15983 batches | lr 20.00 | ms/batch  2.57 | loss  5.76 | ppl   317.93
| epoch   2 | 15500/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.79 | ppl   326.20
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 42.24s | valid loss  5.88 | valid ppl   359.29
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.85 | ppl   348.78
| epoch   3 |  1000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.84 | ppl   342.83
| epoch   3 |  1500/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.87 | ppl   354.91
| epoch   3 |  2000/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.79 | ppl   328.41
| epoch   3 |  2500/15983 batches | lr 20.00 | ms/batch  2.58 | loss  5.77 | ppl   319.69
| epoch   3 |  3000/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.82 | ppl   337.48
| epoch   3 |  3500/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.84 | ppl   343.64
| epoch   3 |  4000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.85 | ppl   348.84
| epoch   3 |  4500/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.87 | ppl   352.77
| epoch   3 |  5000/15983 batches | lr 20.00 | ms/batch  2.57 | loss  5.86 | ppl   351.61
| epoch   3 |  5500/15983 batches | lr 20.00 | ms/batch  2.57 | loss  5.85 | ppl   345.85
| epoch   3 |  6000/15983 batches | lr 20.00 | ms/batch  2.58 | loss  5.87 | ppl   352.74
| epoch   3 |  6500/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.83 | ppl   338.86
| epoch   3 |  7000/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.84 | ppl   342.42
| epoch   3 |  7500/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.81 | ppl   334.17
| epoch   3 |  8000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.88 | ppl   357.62
| epoch   3 |  8500/15983 batches | lr 20.00 | ms/batch  2.57 | loss  5.82 | ppl   338.00
| epoch   3 |  9000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.79 | ppl   326.40
| epoch   3 |  9500/15983 batches | lr 20.00 | ms/batch  2.57 | loss  5.80 | ppl   331.58
| epoch   3 | 10000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.80 | ppl   329.91
| epoch   3 | 10500/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.84 | ppl   343.10
| epoch   3 | 11000/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.83 | ppl   340.82
| epoch   3 | 11500/15983 batches | lr 20.00 | ms/batch  2.57 | loss  5.81 | ppl   334.96
| epoch   3 | 12000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.80 | ppl   331.57
| epoch   3 | 12500/15983 batches | lr 20.00 | ms/batch  2.57 | loss  5.78 | ppl   323.65
| epoch   3 | 13000/15983 batches | lr 20.00 | ms/batch  2.57 | loss  5.80 | ppl   328.98
| epoch   3 | 13500/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.82 | ppl   336.10
| epoch   3 | 14000/15983 batches | lr 20.00 | ms/batch  2.55 | loss  5.85 | ppl   346.67
| epoch   3 | 14500/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.76 | ppl   317.62
| epoch   3 | 15000/15983 batches | lr 20.00 | ms/batch  2.56 | loss  5.74 | ppl   312.51
