Vocabulary Size:  27710
Total number of model parameters: 12.40M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  9.51 | loss  9.27 | ppl 10659.44
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  6.75 | loss  8.43 | ppl  4591.27
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  6.86 | loss  8.32 | ppl  4092.46
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  6.78 | loss  8.17 | ppl  3535.51
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  6.74 | loss  8.34 | ppl  4177.22
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  6.85 | loss  8.21 | ppl  3687.91
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  6.99 | loss  8.08 | ppl  3215.45
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  7.39 | loss  8.11 | ppl  3311.21
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  6.81 | loss  8.08 | ppl  3236.91
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  6.72 | loss  8.19 | ppl  3614.06
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  6.83 | loss  8.11 | ppl  3322.95
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  7.25 | loss  8.06 | ppl  3170.80
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  6.95 | loss  8.10 | ppl  3282.39
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  7.02 | loss  8.06 | ppl  3176.57
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  6.93 | loss  7.93 | ppl  2766.99
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  6.70 | loss  7.70 | ppl  2212.48
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  6.69 | loss  7.39 | ppl  1623.75
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  6.70 | loss  7.37 | ppl  1585.32
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  6.75 | loss  7.41 | ppl  1653.96
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  6.75 | loss  7.39 | ppl  1617.22
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  6.81 | loss  7.32 | ppl  1514.19
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  6.69 | loss  7.39 | ppl  1619.04
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  6.66 | loss  7.37 | ppl  1591.74
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  6.90 | loss  7.24 | ppl  1396.99
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  6.67 | loss  7.28 | ppl  1453.95
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  6.64 | loss  7.34 | ppl  1541.31
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  6.92 | loss  7.21 | ppl  1356.00
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  6.99 | loss  7.32 | ppl  1512.88
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  6.77 | loss  7.24 | ppl  1387.44
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  6.66 | loss  7.26 | ppl  1424.07
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  6.87 | loss  7.32 | ppl  1516.34
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 111.38s | valid loss  7.31 | valid ppl  1502.09
-----------------------------------------------------------------------------------------
