Vocabulary Size:  27710
Total number of model parameters: 17.37M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  7.40 | loss 23.21 | ppl 11998823107.83
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  6.93 | loss 25.30 | ppl 97157495624.69
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  6.92 | loss 25.06 | ppl 76252633319.13
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  6.93 | loss 25.81 | ppl 162404742942.54
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  6.89 | loss 24.84 | ppl 61651357836.20
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  6.91 | loss 25.08 | ppl 77782243277.75
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  6.91 | loss 25.59 | ppl 129823555555.37
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  6.95 | loss 24.87 | ppl 63081560061.76
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  6.91 | loss 25.45 | ppl 113089832803.25
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  6.93 | loss 25.36 | ppl 102840186791.64
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  6.89 | loss 24.97 | ppl 69710551846.44
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  6.91 | loss 25.27 | ppl 94562378640.95
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  6.90 | loss 25.02 | ppl 73479317272.19
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  6.91 | loss 25.27 | ppl 94604949298.96
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  6.95 | loss 24.79 | ppl 58219583165.01
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  6.90 | loss 26.10 | ppl 215664607215.89
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  6.90 | loss 25.18 | ppl 86401099074.42
