Vocabulary Size:  27710
Total number of model parameters: 24.12M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  8.30 | loss  9.66 | ppl 15650.78
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  6.57 | loss  8.50 | ppl  4911.35
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  6.52 | loss  8.29 | ppl  3979.89
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  6.49 | loss  8.25 | ppl  3840.59
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  6.50 | loss  8.10 | ppl  3286.31
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  6.49 | loss  8.88 | ppl  7208.32
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  6.49 | loss  8.20 | ppl  3642.59
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  6.49 | loss  8.16 | ppl  3488.41
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  6.49 | loss  8.23 | ppl  3761.40
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  6.47 | loss  8.14 | ppl  3433.66
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  6.52 | loss  8.05 | ppl  3137.44
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  6.49 | loss  8.16 | ppl  3484.88
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  6.46 | loss  8.09 | ppl  3255.41
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  6.48 | loss  8.07 | ppl  3191.43
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  6.51 | loss  8.05 | ppl  3143.34
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  6.44 | loss  8.18 | ppl  3584.50
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  6.47 | loss  8.11 | ppl  3325.89
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  6.47 | loss  7.98 | ppl  2930.44
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  6.49 | loss  7.39 | ppl  1617.45
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  6.46 | loss  7.35 | ppl  1552.09
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  6.48 | loss  7.36 | ppl  1569.29
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  6.49 | loss  7.31 | ppl  1493.87
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  6.47 | loss  7.27 | ppl  1437.83
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  6.46 | loss  7.25 | ppl  1407.13
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  6.48 | loss  7.29 | ppl  1470.97
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  6.47 | loss  7.33 | ppl  1528.19
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  6.49 | loss  7.24 | ppl  1391.51
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  6.48 | loss  7.27 | ppl  1436.66
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  6.48 | loss  7.28 | ppl  1455.42
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  6.48 | loss  7.21 | ppl  1352.63
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  6.48 | loss  7.22 | ppl  1361.78
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 105.19s | valid loss  6.77 | valid ppl   868.03
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  6.51 | loss  7.43 | ppl  1683.37
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  6.47 | loss  7.36 | ppl  1566.18
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  6.50 | loss  7.35 | ppl  1552.09
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  6.48 | loss  7.29 | ppl  1468.88
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  6.48 | loss  7.18 | ppl  1308.15
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  6.48 | loss  7.29 | ppl  1459.45
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  6.50 | loss  7.27 | ppl  1437.12
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  6.50 | loss  7.33 | ppl  1531.26
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  6.48 | loss  7.34 | ppl  1540.70
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  6.49 | loss  7.35 | ppl  1553.37
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  6.49 | loss  7.37 | ppl  1588.53
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  6.48 | loss  7.29 | ppl  1463.53
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  6.49 | loss  7.32 | ppl  1504.79
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  6.58 | loss  7.35 | ppl  1562.33
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  6.51 | loss  7.33 | ppl  1523.37
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  6.50 | loss  7.33 | ppl  1522.64
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  6.49 | loss  7.31 | ppl  1494.97
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  6.49 | loss  7.31 | ppl  1492.64
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  6.61 | loss  7.31 | ppl  1502.11
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  6.68 | loss  7.25 | ppl  1415.09
| epoch   2 | 10500/15983 batches | lr 20.00 | ms/batch  6.64 | loss  7.30 | ppl  1480.63
| epoch   2 | 11000/15983 batches | lr 20.00 | ms/batch  6.52 | loss  7.30 | ppl  1480.79
| epoch   2 | 11500/15983 batches | lr 20.00 | ms/batch  6.47 | loss  7.29 | ppl  1467.57
| epoch   2 | 12000/15983 batches | lr 20.00 | ms/batch  6.47 | loss  7.24 | ppl  1393.78
| epoch   2 | 12500/15983 batches | lr 20.00 | ms/batch  6.48 | loss  7.27 | ppl  1437.54
| epoch   2 | 13000/15983 batches | lr 20.00 | ms/batch  6.48 | loss  7.37 | ppl  1593.68
| epoch   2 | 13500/15983 batches | lr 20.00 | ms/batch  6.49 | loss  7.30 | ppl  1479.18
| epoch   2 | 14000/15983 batches | lr 20.00 | ms/batch  6.48 | loss  7.28 | ppl  1451.19
| epoch   2 | 14500/15983 batches | lr 20.00 | ms/batch  6.46 | loss  7.27 | ppl  1433.77
| epoch   2 | 15000/15983 batches | lr 20.00 | ms/batch  6.50 | loss  7.25 | ppl  1410.88
| epoch   2 | 15500/15983 batches | lr 20.00 | ms/batch  6.51 | loss  7.19 | ppl  1328.25
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 104.62s | valid loss  7.66 | valid ppl  2125.02
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 5.00 | ms/batch  6.48 | loss  6.59 | ppl   726.48
| epoch   3 |  1000/15983 batches | lr 5.00 | ms/batch  6.47 | loss  6.59 | ppl   730.54
| epoch   3 |  1500/15983 batches | lr 5.00 | ms/batch  6.48 | loss  6.63 | ppl   756.17
| epoch   3 |  2000/15983 batches | lr 5.00 | ms/batch  6.49 | loss  6.55 | ppl   698.50
| epoch   3 |  2500/15983 batches | lr 5.00 | ms/batch  6.49 | loss  6.49 | ppl   656.27
| epoch   3 |  3000/15983 batches | lr 5.00 | ms/batch  6.50 | loss  6.57 | ppl   711.39
| epoch   3 |  3500/15983 batches | lr 5.00 | ms/batch  6.50 | loss  6.58 | ppl   722.27
| epoch   3 |  4000/15983 batches | lr 5.00 | ms/batch  6.45 | loss  6.62 | ppl   748.92
| epoch   3 |  4500/15983 batches | lr 5.00 | ms/batch  6.47 | loss  6.63 | ppl   757.48
| epoch   3 |  5000/15983 batches | lr 5.00 | ms/batch  6.45 | loss  6.64 | ppl   761.35
| epoch   3 |  5500/15983 batches | lr 5.00 | ms/batch  6.48 | loss  6.60 | ppl   737.86
| epoch   3 |  6000/15983 batches | lr 5.00 | ms/batch  6.49 | loss  6.61 | ppl   742.98
| epoch   3 |  6500/15983 batches | lr 5.00 | ms/batch  6.49 | loss  6.56 | ppl   709.62
| epoch   3 |  7000/15983 batches | lr 5.00 | ms/batch  6.45 | loss  6.59 | ppl   726.40
| epoch   3 |  7500/15983 batches | lr 5.00 | ms/batch  6.45 | loss  6.57 | ppl   710.99
| epoch   3 |  8000/15983 batches | lr 5.00 | ms/batch  6.48 | loss  6.61 | ppl   746.19
| epoch   3 |  8500/15983 batches | lr 5.00 | ms/batch  6.50 | loss  6.56 | ppl   708.41
| epoch   3 |  9000/15983 batches | lr 5.00 | ms/batch  6.47 | loss  6.53 | ppl   684.48
| epoch   3 |  9500/15983 batches | lr 5.00 | ms/batch  6.47 | loss  6.55 | ppl   699.57
| epoch   3 | 10000/15983 batches | lr 5.00 | ms/batch  6.46 | loss  6.57 | ppl   710.84
| epoch   3 | 10500/15983 batches | lr 5.00 | ms/batch  6.47 | loss  6.58 | ppl   718.13
| epoch   3 | 11000/15983 batches | lr 5.00 | ms/batch  6.45 | loss  6.56 | ppl   705.95
| epoch   3 | 11500/15983 batches | lr 5.00 | ms/batch  6.49 | loss  6.56 | ppl   704.74
| epoch   3 | 12000/15983 batches | lr 5.00 | ms/batch  6.48 | loss  6.53 | ppl   684.21
| epoch   3 | 12500/15983 batches | lr 5.00 | ms/batch  6.49 | loss  6.50 | ppl   667.80
| epoch   3 | 13000/15983 batches | lr 5.00 | ms/batch  6.49 | loss  6.54 | ppl   691.20
| epoch   3 | 13500/15983 batches | lr 5.00 | ms/batch  6.45 | loss  6.56 | ppl   709.37
| epoch   3 | 14000/15983 batches | lr 5.00 | ms/batch  6.45 | loss  6.59 | ppl   724.64
| epoch   3 | 14500/15983 batches | lr 5.00 | ms/batch  6.47 | loss  6.50 | ppl   661.88
| epoch   3 | 15000/15983 batches | lr 5.00 | ms/batch  6.56 | loss  6.48 | ppl   652.95
| epoch   3 | 15500/15983 batches | lr 5.00 | ms/batch  6.48 | loss  6.51 | ppl   674.26
-----------------------------------------------------------------------------------------
| end of epoch   3 | time: 104.12s | valid loss  6.62 | valid ppl   751.80
-----------------------------------------------------------------------------------------
| epoch   4 |   500/15983 batches | lr 5.00 | ms/batch  6.52 | loss  6.57 | ppl   710.85
