Vocabulary Size:  27710
Total number of model parameters: 17.01M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  5.47 | loss 21.85 | ppl 3084241215.07
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  4.98 | loss 22.51 | ppl 5982074098.88
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  4.96 | loss 22.91 | ppl 8915026601.76
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  4.97 | loss 22.68 | ppl 7111017688.24
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  4.98 | loss 22.67 | ppl 7021397875.78
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  4.97 | loss 22.38 | ppl 5224656524.94
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  4.96 | loss 21.89 | ppl 3219824185.21
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  5.01 | loss 22.35 | ppl 5103510733.87
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  4.95 | loss 22.65 | ppl 6894716619.06
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  4.96 | loss 22.77 | ppl 7726723036.74
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  4.99 | loss 22.38 | ppl 5221534520.82
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  4.96 | loss 22.56 | ppl 6272272629.68
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  4.98 | loss 22.54 | ppl 6177226112.47
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  4.99 | loss 22.50 | ppl 5914485820.46
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  4.97 | loss 22.23 | ppl 4506758964.83
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  4.97 | loss 23.01 | ppl 9810540366.27
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  5.01 | loss 22.77 | ppl 7735333354.08
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  4.96 | loss 22.02 | ppl 3657972962.02
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  4.98 | loss 23.09 | ppl 10620863525.00
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  4.98 | loss 22.86 | ppl 8454418281.22
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  5.00 | loss 22.17 | ppl 4259897040.41
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  4.96 | loss 22.84 | ppl 8265594997.27
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  4.96 | loss 23.07 | ppl 10401981934.76
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  4.95 | loss 22.37 | ppl 5196737875.93
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  4.97 | loss 22.06 | ppl 3788733243.22
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  4.96 | loss 22.83 | ppl 8210187731.57
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  4.98 | loss 22.32 | ppl 4943652002.49
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  4.96 | loss 22.53 | ppl 6093555706.77
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  4.96 | loss 22.64 | ppl 6770680161.86
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  4.96 | loss 22.05 | ppl 3783014371.59
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  4.98 | loss 22.11 | ppl 3989481732.84
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 80.26s | valid loss 33.83 | valid ppl 494363460492861.19
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  4.99 | loss 22.85 | ppl 8404699321.93
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  4.95 | loss 22.71 | ppl 7296901193.73
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  4.97 | loss 22.36 | ppl 5152246761.89
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  4.97 | loss 22.70 | ppl 7205041631.22
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  4.96 | loss 22.31 | ppl 4895949868.55
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  5.01 | loss 22.61 | ppl 6567282899.02
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  4.97 | loss 22.42 | ppl 5451443363.31
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  5.00 | loss 22.44 | ppl 5585533962.05
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  4.97 | loss 22.30 | ppl 4838576191.99
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  4.97 | loss 23.03 | ppl 10029082556.82
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  4.98 | loss 22.38 | ppl 5223671025.62
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  4.99 | loss 22.42 | ppl 5434131098.05
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  4.98 | loss 22.62 | ppl 6631279292.45
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  4.98 | loss 22.29 | ppl 4810376392.69
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  4.98 | loss 22.47 | ppl 5748138088.01
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  4.95 | loss 22.97 | ppl 9504177559.77
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  4.97 | loss 22.93 | ppl 9101696100.87
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  5.01 | loss 22.61 | ppl 6622523569.98
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  4.97 | loss 23.02 | ppl 9944426362.92
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  4.97 | loss 22.18 | ppl 4305249172.60
| epoch   2 | 10500/15983 batches | lr 20.00 | ms/batch  4.96 | loss 22.62 | ppl 6696954251.48
| epoch   2 | 11000/15983 batches | lr 20.00 | ms/batch  4.97 | loss 22.29 | ppl 4788632839.80
| epoch   2 | 11500/15983 batches | lr 20.00 | ms/batch  4.97 | loss 22.79 | ppl 7904938265.90
| epoch   2 | 12000/15983 batches | lr 20.00 | ms/batch  4.97 | loss 22.80 | ppl 7976904843.73
| epoch   2 | 12500/15983 batches | lr 20.00 | ms/batch  4.97 | loss 22.69 | ppl 7139451112.24
| epoch   2 | 13000/15983 batches | lr 20.00 | ms/batch  4.96 | loss 21.82 | ppl 2989003293.11
| epoch   2 | 13500/15983 batches | lr 20.00 | ms/batch  4.96 | loss 22.43 | ppl 5485369825.25
| epoch   2 | 14000/15983 batches | lr 20.00 | ms/batch  4.99 | loss 22.20 | ppl 4379299826.95
| epoch   2 | 14500/15983 batches | lr 20.00 | ms/batch  4.97 | loss 21.97 | ppl 3484925845.06
| epoch   2 | 15000/15983 batches | lr 20.00 | ms/batch  4.98 | loss 22.33 | ppl 4976244324.74
| epoch   2 | 15500/15983 batches | lr 20.00 | ms/batch  4.99 | loss 22.31 | ppl 4911582143.38
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 80.04s | valid loss 17.81 | valid ppl 54199396.03
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 20.00 | ms/batch  4.98 | loss 22.76 | ppl 7692311743.70
| epoch   3 |  1000/15983 batches | lr 20.00 | ms/batch  4.97 | loss 22.62 | ppl 6656891040.14
| epoch   3 |  1500/15983 batches | lr 20.00 | ms/batch  4.99 | loss 22.97 | ppl 9472078227.69
