Vocabulary Size:  27710
Total number of model parameters: 25.09M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  9.67 | loss  9.87 | ppl 19302.37
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  8.04 | loss  8.45 | ppl  4653.34
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  7.89 | loss  8.26 | ppl  3878.55
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  7.89 | loss  8.11 | ppl  3333.54
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  7.90 | loss  8.07 | ppl  3209.16
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  7.88 | loss  8.57 | ppl  5246.94
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  7.87 | loss  8.07 | ppl  3203.26
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  7.98 | loss  8.14 | ppl  3412.24
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  7.91 | loss  8.21 | ppl  3680.96
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  7.86 | loss  8.13 | ppl  3400.21
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  7.88 | loss  8.00 | ppl  2974.48
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  7.83 | loss  8.17 | ppl  3524.89
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  7.80 | loss  7.49 | ppl  1792.75
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  7.88 | loss  7.36 | ppl  1565.72
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  8.03 | loss  7.33 | ppl  1528.19
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  7.90 | loss  7.42 | ppl  1668.53
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  7.81 | loss  7.38 | ppl  1595.98
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  7.84 | loss  7.29 | ppl  1462.62
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  7.90 | loss  7.31 | ppl  1491.12
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  7.87 | loss  7.30 | ppl  1486.41
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  7.84 | loss  7.30 | ppl  1473.50
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  7.83 | loss  7.35 | ppl  1553.19
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  7.85 | loss  7.24 | ppl  1391.95
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  8.02 | loss  7.16 | ppl  1287.89
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  7.83 | loss  7.21 | ppl  1355.76
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  7.88 | loss  7.30 | ppl  1473.89
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  7.91 | loss  7.31 | ppl  1492.61
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  7.89 | loss  7.28 | ppl  1444.05
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  7.91 | loss  7.22 | ppl  1367.82
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  7.88 | loss  7.23 | ppl  1386.83
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  7.94 | loss  7.29 | ppl  1461.85
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 127.87s | valid loss  6.81 | valid ppl   906.99
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  7.96 | loss  7.31 | ppl  1490.88
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  7.89 | loss  7.37 | ppl  1581.20
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  8.00 | loss  7.32 | ppl  1515.99
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  7.84 | loss  7.39 | ppl  1622.28
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  7.85 | loss  7.20 | ppl  1337.52
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  7.83 | loss  7.29 | ppl  1458.93
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  7.82 | loss  7.24 | ppl  1387.30
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  7.84 | loss  7.31 | ppl  1490.54
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  7.97 | loss  7.35 | ppl  1561.08
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  7.88 | loss  7.41 | ppl  1645.78
