Vocabulary Size:  27710
Total number of model parameters: 14.67M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  5.20 | loss 12.30 | ppl 219283.96
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  4.71 | loss  6.69 | ppl   805.14
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  4.69 | loss  6.13 | ppl   459.05
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  4.68 | loss  5.85 | ppl   347.92
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  4.69 | loss  5.70 | ppl   300.36
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  4.67 | loss  5.71 | ppl   300.63
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  4.68 | loss  5.67 | ppl   289.01
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  4.66 | loss  5.65 | ppl   284.09
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  4.66 | loss  5.62 | ppl   275.02
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  4.67 | loss  5.59 | ppl   268.11
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  4.69 | loss  5.54 | ppl   255.12
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  4.68 | loss  5.54 | ppl   254.82
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  4.69 | loss  5.49 | ppl   242.43
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  4.66 | loss  5.50 | ppl   244.19
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  4.65 | loss  5.45 | ppl   233.23
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  4.66 | loss  5.52 | ppl   248.88
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  4.68 | loss  5.44 | ppl   230.80
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  4.67 | loss  5.39 | ppl   219.97
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  4.68 | loss  5.40 | ppl   221.76
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  4.64 | loss  5.39 | ppl   218.76
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  4.69 | loss  5.43 | ppl   227.32
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  4.67 | loss  5.42 | ppl   226.61
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  4.67 | loss  5.41 | ppl   222.77
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  4.68 | loss  5.42 | ppl   225.09
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  4.85 | loss  6.04 | ppl   418.70
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  4.85 | loss  7.19 | ppl  1331.98
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  4.80 | loss  7.93 | ppl  2786.11
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  4.66 | loss  8.00 | ppl  2973.58
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  4.69 | loss  6.68 | ppl   796.16
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  4.68 | loss  6.56 | ppl   704.46
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  4.68 | loss  6.64 | ppl   768.64
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 75.77s | valid loss  6.87 | valid ppl   965.95
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  4.69 | loss  6.87 | ppl   962.67
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  4.66 | loss  6.67 | ppl   784.88
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  4.65 | loss  6.42 | ppl   611.07
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  4.68 | loss  6.39 | ppl   593.59
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  4.69 | loss  6.38 | ppl   587.70
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  4.65 | loss  6.37 | ppl   585.85
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  4.66 | loss  6.46 | ppl   642.02
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  4.66 | loss  6.44 | ppl   626.40
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  4.66 | loss  6.40 | ppl   602.57
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  4.67 | loss  6.32 | ppl   558.29
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  4.68 | loss  6.20 | ppl   494.15
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  4.65 | loss  6.14 | ppl   466.16
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  4.69 | loss  6.11 | ppl   449.89
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  4.66 | loss  6.08 | ppl   436.64
| epoch   2 |  7500/15983 batches | lr 20.00 | ms/batch  4.65 | loss  6.01 | ppl   407.04
| epoch   2 |  8000/15983 batches | lr 20.00 | ms/batch  4.65 | loss  6.09 | ppl   442.60
| epoch   2 |  8500/15983 batches | lr 20.00 | ms/batch  4.67 | loss  6.11 | ppl   448.24
| epoch   2 |  9000/15983 batches | lr 20.00 | ms/batch  4.68 | loss  6.17 | ppl   478.49
| epoch   2 |  9500/15983 batches | lr 20.00 | ms/batch  4.71 | loss  6.20 | ppl   495.04
| epoch   2 | 10000/15983 batches | lr 20.00 | ms/batch  4.66 | loss  6.37 | ppl   586.48
| epoch   2 | 10500/15983 batches | lr 20.00 | ms/batch  4.66 | loss  6.53 | ppl   687.34
| epoch   2 | 11000/15983 batches | lr 20.00 | ms/batch  4.67 | loss  6.57 | ppl   710.29
| epoch   2 | 11500/15983 batches | lr 20.00 | ms/batch  4.65 | loss  6.57 | ppl   711.86
| epoch   2 | 12000/15983 batches | lr 20.00 | ms/batch  4.66 | loss  6.45 | ppl   634.90
| epoch   2 | 12500/15983 batches | lr 20.00 | ms/batch  4.69 | loss  6.38 | ppl   591.52
| epoch   2 | 13000/15983 batches | lr 20.00 | ms/batch  4.66 | loss  6.41 | ppl   609.65
| epoch   2 | 13500/15983 batches | lr 20.00 | ms/batch  4.66 | loss  6.41 | ppl   608.40
| epoch   2 | 14000/15983 batches | lr 20.00 | ms/batch  4.67 | loss  6.42 | ppl   613.10
| epoch   2 | 14500/15983 batches | lr 20.00 | ms/batch  4.67 | loss  6.34 | ppl   564.92
| epoch   2 | 15000/15983 batches | lr 20.00 | ms/batch  4.75 | loss  6.29 | ppl   537.37
| epoch   2 | 15500/15983 batches | lr 20.00 | ms/batch  4.69 | loss  6.33 | ppl   561.63
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 75.22s | valid loss  6.36 | valid ppl   579.56
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 20.00 | ms/batch  4.80 | loss  6.35 | ppl   573.05
| epoch   3 |  1000/15983 batches | lr 20.00 | ms/batch  4.84 | loss  6.33 | ppl   558.47
| epoch   3 |  1500/15983 batches | lr 20.00 | ms/batch  4.77 | loss  6.37 | ppl   581.56
| epoch   3 |  2000/15983 batches | lr 20.00 | ms/batch  4.66 | loss  6.28 | ppl   532.75
| epoch   3 |  2500/15983 batches | lr 20.00 | ms/batch  4.68 | loss  6.22 | ppl   502.38
