Vocabulary Size:  27710
Total number of model parameters: 17.20M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  6.19 | loss 21.16 | ppl 1552355916.90
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  5.64 | loss 22.42 | ppl 5440579379.88
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  5.62 | loss 22.61 | ppl 6617931517.15
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  5.59 | loss 22.60 | ppl 6522784312.14
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  5.59 | loss 22.72 | ppl 7389544890.28
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  5.59 | loss 22.27 | ppl 4677029609.90
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  5.61 | loss 22.53 | ppl 6074522699.28
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  5.59 | loss 22.15 | ppl 4179075291.45
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  5.63 | loss 22.53 | ppl 6097430450.20
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  5.60 | loss 22.84 | ppl 8280900488.60
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  5.60 | loss 22.17 | ppl 4241676318.59
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  5.59 | loss 22.53 | ppl 6078232839.78
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  5.60 | loss 22.53 | ppl 6092676118.69
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  5.60 | loss 22.80 | ppl 7987950198.40
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  5.59 | loss 22.79 | ppl 7894106242.38
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  5.61 | loss 22.33 | ppl 5000387966.38
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  5.60 | loss 22.09 | ppl 3910908473.39
