Vocabulary Size:  27710
Total number of model parameters: 11.35M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  3.07 | loss 14.17 | ppl 1418499.45
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  2.54 | loss 13.86 | ppl 1043555.31
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  2.52 | loss 14.57 | ppl 2131026.39
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  2.51 | loss 14.66 | ppl 2333939.86
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  2.51 | loss 14.03 | ppl 1234664.14
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  2.51 | loss 14.43 | ppl 1842162.41
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  2.50 | loss 14.37 | ppl 1735999.77
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  2.50 | loss 14.09 | ppl 1311504.25
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  2.51 | loss 13.87 | ppl 1055684.97
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  2.50 | loss 14.02 | ppl 1228061.63
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  2.51 | loss 14.23 | ppl 1517282.46
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  2.52 | loss 13.87 | ppl 1059798.87
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  2.51 | loss 14.09 | ppl 1315938.22
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  2.50 | loss 14.19 | ppl 1461525.37
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  2.51 | loss 14.34 | ppl 1693842.48
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  2.51 | loss 14.16 | ppl 1415823.55
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  2.52 | loss 14.39 | ppl 1783723.92
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  2.50 | loss 14.40 | ppl 1795244.50
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  2.52 | loss 13.93 | ppl 1120342.66
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  2.50 | loss 13.89 | ppl 1080022.95
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  2.51 | loss 14.19 | ppl 1452989.46
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  2.51 | loss 14.42 | ppl 1825995.46
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  2.51 | loss 14.07 | ppl 1289863.98
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  2.52 | loss 14.05 | ppl 1261741.60
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  2.51 | loss 14.25 | ppl 1543705.20
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  2.51 | loss 14.09 | ppl 1311352.95
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  2.51 | loss 14.00 | ppl 1208315.08
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  2.53 | loss 14.15 | ppl 1391009.81
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  2.50 | loss 14.12 | ppl 1358246.11
