Vocabulary Size:  27710
Total number of model parameters: 23.16M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  6.88 | loss 25.38 | ppl 105710453787.16
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  6.39 | loss 25.78 | ppl 157085781910.72
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  6.31 | loss 24.99 | ppl 71436179620.92
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  6.37 | loss 26.08 | ppl 212114459770.17
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  6.21 | loss 25.81 | ppl 161070713790.57
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  6.21 | loss 25.00 | ppl 72100250851.17
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  6.20 | loss 24.67 | ppl 51542276019.33
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  6.21 | loss 24.92 | ppl 66695827630.27
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  6.24 | loss 24.52 | ppl 44765977978.13
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  6.31 | loss 25.99 | ppl 194379097956.60
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  6.23 | loss 25.46 | ppl 113912380135.33
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  6.34 | loss 25.83 | ppl 165934989237.44
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  6.36 | loss 25.59 | ppl 129544965085.37
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  6.29 | loss 25.99 | ppl 193644357791.58
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  6.23 | loss 25.74 | ppl 151251428037.26
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  6.19 | loss 25.68 | ppl 142311437973.99
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  6.23 | loss 25.71 | ppl 146507660971.60
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  6.26 | loss 25.57 | ppl 127517727935.70
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  6.20 | loss 25.71 | ppl 145944183092.71
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  6.18 | loss 25.28 | ppl 95595515463.03
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  6.21 | loss 25.49 | ppl 118013690162.32
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  6.19 | loss 25.72 | ppl 147369514662.27
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  6.20 | loss 26.09 | ppl 214350064183.17
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  6.33 | loss 26.10 | ppl 215448021833.56
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  6.28 | loss 25.73 | ppl 149689796011.77
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  6.20 | loss 26.20 | ppl 238995483492.97
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  6.18 | loss 26.01 | ppl 197017166910.90
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  6.24 | loss 25.16 | ppl 84655371806.89
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  6.21 | loss 25.72 | ppl 148383099763.35
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  6.37 | loss 26.02 | ppl 199209242321.44
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  6.25 | loss 25.47 | ppl 115601528808.20
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 100.95s | valid loss 35.71 | valid ppl 3210025267311712.00
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  6.29 | loss 26.18 | ppl 235268986371.44
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  6.29 | loss 25.62 | ppl 134220269657.31
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  6.26 | loss 25.47 | ppl 114680196651.99
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  6.35 | loss 26.34 | ppl 275260726273.33
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  6.28 | loss 25.45 | ppl 112407133327.52
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  6.32 | loss 26.03 | ppl 202095121891.01
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  6.41 | loss 26.23 | ppl 246096383156.84
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  6.43 | loss 24.99 | ppl 71342378946.01
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  6.35 | loss 24.71 | ppl 53694394300.22
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  6.29 | loss 26.33 | ppl 271342120627.69
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  6.35 | loss 25.90 | ppl 177407920264.23
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  6.19 | loss 25.90 | ppl 177317976282.63
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  6.25 | loss 25.77 | ppl 155692874688.12
