Vocabulary Size:  27710
Total number of model parameters: 5.75M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  7.60 | loss  9.09 | ppl  8843.11
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  6.01 | loss  8.45 | ppl  4655.16
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  6.38 | loss  8.32 | ppl  4096.77
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  6.51 | loss  8.25 | ppl  3842.75
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  5.88 | loss  7.69 | ppl  2178.01
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  6.10 | loss  7.53 | ppl  1862.21
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  6.04 | loss  7.50 | ppl  1814.41
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  6.02 | loss  7.51 | ppl  1825.44
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  6.02 | loss  7.48 | ppl  1777.91
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  6.04 | loss  7.49 | ppl  1782.67
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  6.10 | loss  7.39 | ppl  1626.78
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  5.96 | loss  7.38 | ppl  1610.90
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  6.17 | loss  7.47 | ppl  1748.73
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  6.33 | loss  7.46 | ppl  1729.84
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  6.22 | loss  7.43 | ppl  1690.04
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  5.97 | loss  7.49 | ppl  1789.60
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  5.91 | loss  7.38 | ppl  1600.94
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  5.98 | loss  7.33 | ppl  1531.73
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  6.00 | loss  7.30 | ppl  1483.50
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  6.34 | loss  7.37 | ppl  1587.79
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  6.37 | loss  7.32 | ppl  1510.43
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  6.20 | loss  7.35 | ppl  1553.53
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  6.07 | loss  7.41 | ppl  1649.07
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  6.10 | loss  7.32 | ppl  1510.09
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  6.07 | loss  7.30 | ppl  1475.58
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  5.97 | loss  7.35 | ppl  1560.87
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  6.27 | loss  7.29 | ppl  1468.40
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  6.22 | loss  7.33 | ppl  1528.57
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  6.39 | loss  7.26 | ppl  1426.89
