Vocabulary Size:  27710
Total number of model parameters: 12.08M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  9.72 | loss  9.34 | ppl 11437.74
| epoch   3 |  3500/15983 batches | lr 5.00 | ms/batch  6.66 | loss  6.58 | ppl   721.20
| epoch   3 |  4000/15983 batches | lr 5.00 | ms/batch  6.70 | loss  6.62 | ppl   746.92
| epoch   3 |  4500/15983 batches | lr 5.00 | ms/batch  6.68 | loss  6.63 | ppl   755.51
| epoch   3 |  5000/15983 batches | lr 5.00 | ms/batch  6.86 | loss  6.63 | ppl   759.23
| epoch   3 |  5500/15983 batches | lr 5.00 | ms/batch  6.66 | loss  6.60 | ppl   736.57
| epoch   3 |  6000/15983 batches | lr 5.00 | ms/batch  6.64 | loss  6.61 | ppl   741.13
| epoch   3 |  6500/15983 batches | lr 5.00 | ms/batch  7.01 | loss  6.56 | ppl   708.32
| epoch   3 |  7000/15983 batches | lr 5.00 | ms/batch  6.69 | loss  6.59 | ppl   725.30
| epoch   3 |  7500/15983 batches | lr 5.00 | ms/batch  6.63 | loss  6.56 | ppl   709.32
| epoch   3 |  8000/15983 batches | lr 5.00 | ms/batch  6.65 | loss  6.61 | ppl   745.03
| epoch   3 |  8500/15983 batches | lr 5.00 | ms/batch  6.66 | loss  6.56 | ppl   707.68
| epoch   3 |  9000/15983 batches | lr 5.00 | ms/batch  6.90 | loss  6.53 | ppl   683.43
| epoch   3 |  9500/15983 batches | lr 5.00 | ms/batch  6.73 | loss  6.55 | ppl   698.48
| epoch   3 | 10000/15983 batches | lr 5.00 | ms/batch  6.65 | loss  6.57 | ppl   710.10
| epoch   3 | 10500/15983 batches | lr 5.00 | ms/batch  6.93 | loss  6.58 | ppl   717.63
| epoch   3 | 11000/15983 batches | lr 5.00 | ms/batch  6.74 | loss  6.56 | ppl   704.88
| epoch   3 | 11500/15983 batches | lr 5.00 | ms/batch  6.98 | loss  6.56 | ppl   704.22
| epoch   3 | 12000/15983 batches | lr 5.00 | ms/batch  6.83 | loss  6.53 | ppl   683.34
| epoch   3 | 12500/15983 batches | lr 5.00 | ms/batch  6.65 | loss  6.50 | ppl   666.69
| epoch   3 | 13000/15983 batches | lr 5.00 | ms/batch  6.70 | loss  6.54 | ppl   690.69
| epoch   3 | 13500/15983 batches | lr 5.00 | ms/batch  6.80 | loss  6.56 | ppl   708.59
| epoch   3 | 14000/15983 batches | lr 5.00 | ms/batch  6.65 | loss  6.58 | ppl   723.44
| epoch   3 | 14500/15983 batches | lr 5.00 | ms/batch  7.12 | loss  6.49 | ppl   661.24
| epoch   3 | 15000/15983 batches | lr 5.00 | ms/batch  7.18 | loss  6.48 | ppl   652.16
| epoch   3 | 15500/15983 batches | lr 5.00 | ms/batch  7.12 | loss  6.51 | ppl   673.43
-----------------------------------------------------------------------------------------
| end of epoch   3 | time: 109.35s | valid loss  6.61 | valid ppl   740.06
-----------------------------------------------------------------------------------------
| epoch   4 |   500/15983 batches | lr 5.00 | ms/batch  6.85 | loss  6.57 | ppl   710.02
| epoch   4 |  1000/15983 batches | lr 5.00 | ms/batch  7.10 | loss  6.58 | ppl   718.47
| epoch   4 |  1500/15983 batches | lr 5.00 | ms/batch  7.02 | loss  6.61 | ppl   741.75
| epoch   4 |  2000/15983 batches | lr 5.00 | ms/batch  7.22 | loss  6.53 | ppl   688.39
| epoch   4 |  2500/15983 batches | lr 5.00 | ms/batch  7.22 | loss  6.48 | ppl   648.81
| epoch   4 |  3000/15983 batches | lr 5.00 | ms/batch  7.12 | loss  6.55 | ppl   702.43
| epoch   4 |  3500/15983 batches | lr 5.00 | ms/batch  6.80 | loss  6.57 | ppl   711.95
| epoch   4 |  4000/15983 batches | lr 5.00 | ms/batch  6.85 | loss  6.60 | ppl   733.80
| epoch   4 |  4500/15983 batches | lr 5.00 | ms/batch  7.06 | loss  6.61 | ppl   744.77
| epoch   4 |  5000/15983 batches | lr 5.00 | ms/batch  8.00 | loss  6.62 | ppl   747.75
| epoch   4 |  5500/15983 batches | lr 5.00 | ms/batch  7.57 | loss  6.59 | ppl   725.39
| epoch   4 |  6000/15983 batches | lr 5.00 | ms/batch  7.07 | loss  6.59 | ppl   730.42
| epoch   4 |  6500/15983 batches | lr 5.00 | ms/batch  6.84 | loss  6.55 | ppl   699.74
| epoch   4 |  7000/15983 batches | lr 5.00 | ms/batch  6.67 | loss  6.57 | ppl   714.69
| epoch   4 |  7500/15983 batches | lr 5.00 | ms/batch  6.70 | loss  6.55 | ppl   701.03
| epoch   4 |  8000/15983 batches | lr 5.00 | ms/batch  6.95 | loss  6.60 | ppl   735.96
| epoch   4 |  8500/15983 batches | lr 5.00 | ms/batch  6.64 | loss  6.55 | ppl   697.18
| epoch   4 |  9000/15983 batches | lr 5.00 | ms/batch  7.18 | loss  6.51 | ppl   674.77
| epoch   4 |  9500/15983 batches | lr 5.00 | ms/batch  6.73 | loss  6.54 | ppl   691.10
| epoch   4 | 10000/15983 batches | lr 5.00 | ms/batch  6.78 | loss  6.55 | ppl   702.32
| epoch   4 | 10500/15983 batches | lr 5.00 | ms/batch  6.59 | loss  6.56 | ppl   709.44
| epoch   4 | 11000/15983 batches | lr 5.00 | ms/batch  7.01 | loss  6.54 | ppl   695.29
| epoch   4 | 11500/15983 batches | lr 5.00 | ms/batch  6.91 | loss  6.54 | ppl   695.76
| epoch   4 | 12000/15983 batches | lr 5.00 | ms/batch  6.62 | loss  6.52 | ppl   675.69
| epoch   4 | 12500/15983 batches | lr 5.00 | ms/batch  7.14 | loss  6.49 | ppl   659.92
| epoch   4 | 13000/15983 batches | lr 5.00 | ms/batch  7.09 | loss  6.53 | ppl   682.59
| epoch   4 | 13500/15983 batches | lr 5.00 | ms/batch  6.76 | loss  6.55 | ppl   699.62
| epoch   4 | 14000/15983 batches | lr 5.00 | ms/batch  6.69 | loss  6.57 | ppl   714.82
| epoch   4 | 14500/15983 batches | lr 5.00 | ms/batch  6.70 | loss  6.48 | ppl   655.00
| epoch   4 | 15000/15983 batches | lr 5.00 | ms/batch  6.72 | loss  6.47 | ppl   645.74
| epoch   4 | 15500/15983 batches | lr 5.00 | ms/batch  6.65 | loss  6.50 | ppl   665.48
-----------------------------------------------------------------------------------------
| end of epoch   4 | time: 111.76s | valid loss  6.63 | valid ppl   755.91
-----------------------------------------------------------------------------------------
| epoch   5 |   500/15983 batches | lr 1.25 | ms/batch  6.70 | loss  6.55 | ppl   697.13
| epoch   5 |  1000/15983 batches | lr 1.25 | ms/batch  6.73 | loss  6.56 | ppl   704.69
| epoch   5 |  1500/15983 batches | lr 1.25 | ms/batch  6.63 | loss  6.59 | ppl   724.60
| epoch   5 |  2000/15983 batches | lr 1.25 | ms/batch  6.62 | loss  6.52 | ppl   675.49
| epoch   5 |  2500/15983 batches | lr 1.25 | ms/batch  6.67 | loss  6.46 | ppl   641.11
| epoch   5 |  3000/15983 batches | lr 1.25 | ms/batch  6.66 | loss  6.54 | ppl   690.86
| epoch   5 |  3500/15983 batches | lr 1.25 | ms/batch  6.67 | loss  6.55 | ppl   700.70
| epoch   5 |  4000/15983 batches | lr 1.25 | ms/batch  6.59 | loss  6.58 | ppl   722.73
| epoch   5 |  4500/15983 batches | lr 1.25 | ms/batch  6.62 | loss  6.60 | ppl   732.02
| epoch   5 |  5000/15983 batches | lr 1.25 | ms/batch  6.65 | loss  6.60 | ppl   734.05
| epoch   5 |  5500/15983 batches | lr 1.25 | ms/batch  6.77 | loss  6.57 | ppl   712.84
| epoch   5 |  6000/15983 batches | lr 1.25 | ms/batch  6.66 | loss  6.57 | ppl   715.05
| epoch   5 |  6500/15983 batches | lr 1.25 | ms/batch  6.83 | loss  6.54 | ppl   689.77
| epoch   5 |  7000/15983 batches | lr 1.25 | ms/batch  6.66 | loss  6.55 | ppl   701.96
| epoch   5 |  7500/15983 batches | lr 1.25 | ms/batch  6.79 | loss  6.53 | ppl   687.58
| epoch   5 |  8000/15983 batches | lr 1.25 | ms/batch  6.85 | loss  6.58 | ppl   722.67
| epoch   5 |  8500/15983 batches | lr 1.25 | ms/batch  6.96 | loss  6.53 | ppl   684.20
| epoch   5 |  9000/15983 batches | lr 1.25 | ms/batch  6.90 | loss  6.50 | ppl   664.81
| epoch   5 |  9500/15983 batches | lr 1.25 | ms/batch  6.89 | loss  6.52 | ppl   680.36
| epoch   5 | 10000/15983 batches | lr 1.25 | ms/batch  6.64 | loss  6.54 | ppl   691.04
| epoch   5 | 10500/15983 batches | lr 1.25 | ms/batch  6.61 | loss  6.55 | ppl   699.22
| epoch   5 | 11000/15983 batches | lr 1.25 | ms/batch  6.59 | loss  6.53 | ppl   682.09
| epoch   5 | 11500/15983 batches | lr 1.25 | ms/batch  6.63 | loss  6.53 | ppl   684.48
| epoch   5 | 12000/15983 batches | lr 1.25 | ms/batch  6.67 | loss  6.50 | ppl   665.58
| epoch   5 | 12500/15983 batches | lr 1.25 | ms/batch  6.58 | loss  6.48 | ppl   649.86
| epoch   5 | 13000/15983 batches | lr 1.25 | ms/batch  6.64 | loss  6.51 | ppl   671.17
| epoch   5 | 13500/15983 batches | lr 1.25 | ms/batch  6.67 | loss  6.53 | ppl   687.12
| epoch   5 | 14000/15983 batches | lr 1.25 | ms/batch  6.63 | loss  6.56 | ppl   703.42
| epoch   5 | 14500/15983 batches | lr 1.25 | ms/batch  6.70 | loss  6.47 | ppl   647.26
| epoch   5 | 15000/15983 batches | lr 1.25 | ms/batch  6.84 | loss  6.46 | ppl   637.36
| epoch   5 | 15500/15983 batches | lr 1.25 | ms/batch  6.64 | loss  6.49 | ppl   655.73
-----------------------------------------------------------------------------------------
| end of epoch   5 | time: 107.89s | valid loss  6.60 | valid ppl   736.92
-----------------------------------------------------------------------------------------
| epoch   6 |   500/15983 batches | lr 1.25 | ms/batch  6.63 | loss  6.54 | ppl   693.86
| epoch   6 |  1000/15983 batches | lr 1.25 | ms/batch  6.63 | loss  6.55 | ppl   701.07
| epoch   6 |  1500/15983 batches | lr 1.25 | ms/batch  6.69 | loss  6.58 | ppl   720.03
| epoch   6 |  2000/15983 batches | lr 1.25 | ms/batch  6.64 | loss  6.51 | ppl   672.13
| epoch   6 |  2500/15983 batches | lr 1.25 | ms/batch  6.63 | loss  6.46 | ppl   638.97
| epoch   6 |  3000/15983 batches | lr 1.25 | ms/batch  7.01 | loss  6.53 | ppl   687.64
| epoch   6 |  3500/15983 batches | lr 1.25 | ms/batch  6.63 | loss  6.55 | ppl   697.80
| epoch   6 |  4000/15983 batches | lr 1.25 | ms/batch  7.19 | loss  6.58 | ppl   719.12
| epoch   6 |  4500/15983 batches | lr 1.25 | ms/batch  6.63 | loss  6.59 | ppl   728.81
| epoch   6 |  5000/15983 batches | lr 1.25 | ms/batch  6.69 | loss  6.59 | ppl   729.86
| epoch   6 |  5500/15983 batches | lr 1.25 | ms/batch  6.78 | loss  6.56 | ppl   709.29
| epoch   6 |  6000/15983 batches | lr 1.25 | ms/batch  6.65 | loss  6.57 | ppl   711.44
| epoch   6 |  6500/15983 batches | lr 1.25 | ms/batch  6.88 | loss  6.53 | ppl   686.75
| epoch   6 |  7000/15983 batches | lr 1.25 | ms/batch  6.74 | loss  6.55 | ppl   698.88
| epoch   6 |  7500/15983 batches | lr 1.25 | ms/batch  7.16 | loss  6.53 | ppl   684.67
| epoch   6 |  8000/15983 batches | lr 1.25 | ms/batch  6.70 | loss  6.58 | ppl   718.73
| epoch   6 |  8500/15983 batches | lr 1.25 | ms/batch  6.74 | loss  6.52 | ppl   680.86
| epoch   6 |  9000/15983 batches | lr 1.25 | ms/batch  6.89 | loss  6.50 | ppl   661.96
| epoch   6 |  9500/15983 batches | lr 1.25 | ms/batch  6.63 | loss  6.52 | ppl   677.46
| epoch   6 | 10000/15983 batches | lr 1.25 | ms/batch  6.89 | loss  6.53 | ppl   688.26
| epoch   6 | 10500/15983 batches | lr 1.25 | ms/batch  6.99 | loss  6.55 | ppl   696.12
| epoch   6 | 11000/15983 batches | lr 1.25 | ms/batch  6.61 | loss  6.52 | ppl   679.07
| epoch   6 | 11500/15983 batches | lr 1.25 | ms/batch  6.82 | loss  6.52 | ppl   681.76
| epoch   6 | 12000/15983 batches | lr 1.25 | ms/batch  6.92 | loss  6.50 | ppl   662.88
| epoch   6 | 12500/15983 batches | lr 1.25 | ms/batch  7.07 | loss  6.47 | ppl   647.27
| epoch   6 | 13000/15983 batches | lr 1.25 | ms/batch  6.96 | loss  6.50 | ppl   668.44
| epoch   6 | 13500/15983 batches | lr 1.25 | ms/batch  7.16 | loss  6.53 | ppl   684.21
| epoch   6 | 14000/15983 batches | lr 1.25 | ms/batch  6.83 | loss  6.55 | ppl   700.87
| epoch   6 | 14500/15983 batches | lr 1.25 | ms/batch  6.73 | loss  6.47 | ppl   645.14
| epoch   6 | 15000/15983 batches | lr 1.25 | ms/batch  6.73 | loss  6.45 | ppl   635.17
| epoch   6 | 15500/15983 batches | lr 1.25 | ms/batch  6.96 | loss  6.48 | ppl   653.29
-----------------------------------------------------------------------------------------
| end of epoch   6 | time: 109.64s | valid loss  6.61 | valid ppl   738.82
-----------------------------------------------------------------------------------------
=========================================================================================
| End of training | test loss  6.64 | test ppl   765.46
=========================================================================================
