Vocabulary Size:  27710
Total number of model parameters: 8.56M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  3.79 | loss 20.39 | ppl 715901891.05
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  3.18 | loss 21.50 | ppl 2166719922.99
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  3.17 | loss 21.18 | ppl 1579612836.65
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  3.16 | loss 21.59 | ppl 2391046910.15
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  3.21 | loss 22.09 | ppl 3932827432.38
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  3.17 | loss 22.09 | ppl 3919570024.14
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  3.17 | loss 21.82 | ppl 2999087107.98
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  3.20 | loss 21.50 | ppl 2170618362.50
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  3.22 | loss 22.70 | ppl 7249067159.75
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  3.23 | loss 21.64 | ppl 2494452159.43
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  3.17 | loss 21.71 | ppl 2674683160.26
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  3.19 | loss 21.61 | ppl 2421416254.11
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  3.18 | loss 21.39 | ppl 1951226216.20
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  3.16 | loss 21.28 | ppl 1751873931.50
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  3.18 | loss 21.85 | ppl 3078324882.86
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  3.19 | loss 22.71 | ppl 7271254746.48
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  3.20 | loss 21.29 | ppl 1763692549.23
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  3.16 | loss 22.14 | ppl 4137077899.51
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  3.18 | loss 22.23 | ppl 4530562039.59
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  3.18 | loss 20.86 | ppl 1146533449.14
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  3.17 | loss 21.59 | ppl 2380551323.11
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  3.16 | loss 22.86 | ppl 8437116455.73
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  3.17 | loss 21.82 | ppl 2983415105.40
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  3.18 | loss 21.67 | ppl 2584365117.64
