Vocabulary Size:  27710
Total number of model parameters: 14.06M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  3.55 | loss 18.03 | ppl 67979051.13
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  3.04 | loss 19.28 | ppl 235498772.03
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  3.05 | loss 18.81 | ppl 147038938.63
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  3.09 | loss 18.98 | ppl 174484473.94
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  3.05 | loss 18.75 | ppl 139464160.54
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  3.05 | loss 18.95 | ppl 169858582.61
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  3.09 | loss 18.80 | ppl 145948880.80
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  3.06 | loss 18.71 | ppl 132975355.21
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  3.06 | loss 18.77 | ppl 141362949.83
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  3.04 | loss 19.21 | ppl 221266801.49
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  3.04 | loss 18.72 | ppl 135265438.96
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  3.06 | loss 19.05 | ppl 187693321.02
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  3.03 | loss 19.26 | ppl 231270608.15
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  3.06 | loss 18.83 | ppl 150493155.62
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  3.05 | loss 19.01 | ppl 180779738.91
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  3.03 | loss 19.16 | ppl 209305928.88
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  3.03 | loss 18.83 | ppl 151105522.83
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  3.05 | loss 19.93 | ppl 453632410.71
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  3.06 | loss 19.20 | ppl 219007202.06
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  3.05 | loss 18.52 | ppl 110597987.93
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  3.04 | loss 18.93 | ppl 166810883.73
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  3.04 | loss 19.00 | ppl 177596879.38
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  3.05 | loss 18.95 | ppl 168933734.71
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  3.06 | loss 18.75 | ppl 138658598.09
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  3.04 | loss 19.35 | ppl 252493792.09
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  3.05 | loss 18.73 | ppl 136711851.09
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  3.05 | loss 18.67 | ppl 128820198.10
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  3.04 | loss 18.84 | ppl 151851814.26
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  3.04 | loss 18.73 | ppl 135971644.86
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  3.05 | loss 18.67 | ppl 128943887.61
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  3.05 | loss 18.71 | ppl 132958085.37
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 49.28s | valid loss 36.88 | valid ppl 10399409122684630.00
-----------------------------------------------------------------------------------------
| epoch   2 |   500/15983 batches | lr 20.00 | ms/batch  3.05 | loss 20.55 | ppl 837347659.94
| epoch   2 |  1000/15983 batches | lr 20.00 | ms/batch  3.04 | loss 20.91 | ppl 1205371445.42
| epoch   2 |  1500/15983 batches | lr 20.00 | ms/batch  3.06 | loss 20.81 | ppl 1089420193.37
| epoch   2 |  2000/15983 batches | lr 20.00 | ms/batch  3.05 | loss 20.42 | ppl 736837096.61
| epoch   2 |  2500/15983 batches | lr 20.00 | ms/batch  3.04 | loss 21.31 | ppl 1791457497.87
| epoch   2 |  3000/15983 batches | lr 20.00 | ms/batch  3.05 | loss 20.67 | ppl 949554427.10
| epoch   2 |  3500/15983 batches | lr 20.00 | ms/batch  3.03 | loss 21.11 | ppl 1473638091.60
| epoch   2 |  4000/15983 batches | lr 20.00 | ms/batch  3.04 | loss 20.64 | ppl 920761930.40
| epoch   2 |  4500/15983 batches | lr 20.00 | ms/batch  3.05 | loss 21.43 | ppl 2022057058.51
| epoch   2 |  5000/15983 batches | lr 20.00 | ms/batch  3.05 | loss 20.65 | ppl 931925265.02
| epoch   2 |  5500/15983 batches | lr 20.00 | ms/batch  3.06 | loss 19.91 | ppl 442724898.67
| epoch   2 |  6000/15983 batches | lr 20.00 | ms/batch  3.04 | loss 20.91 | ppl 1211061150.85
| epoch   2 |  6500/15983 batches | lr 20.00 | ms/batch  3.04 | loss 20.65 | ppl 932456033.76
| epoch   2 |  7000/15983 batches | lr 20.00 | ms/batch  3.04 | loss 20.77 | ppl 1050420338.63
