Vocabulary Size:  27710
Total number of model parameters: 11.52M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  6.32 | loss  9.26 | ppl 10492.49
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  4.56 | loss  8.17 | ppl  3535.69
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  4.58 | loss  7.72 | ppl  2251.25
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  4.64 | loss  7.54 | ppl  1881.26
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  4.64 | loss  7.51 | ppl  1822.49
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  4.61 | loss  7.49 | ppl  1797.32
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  4.57 | loss  7.45 | ppl  1727.65
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  4.59 | loss  7.50 | ppl  1808.52
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  4.57 | loss  7.48 | ppl  1771.85
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  4.57 | loss  7.47 | ppl  1753.00
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  4.58 | loss  7.45 | ppl  1713.36
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  4.54 | loss  7.33 | ppl  1518.58
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  4.56 | loss  7.30 | ppl  1475.82
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  4.55 | loss  7.34 | ppl  1544.66
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  4.58 | loss  7.30 | ppl  1487.58
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  4.62 | loss  7.37 | ppl  1589.81
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  4.60 | loss  7.35 | ppl  1556.12
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  4.56 | loss  7.22 | ppl  1365.15
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  4.57 | loss  7.27 | ppl  1438.76
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  4.56 | loss  7.23 | ppl  1381.39
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  4.56 | loss  7.26 | ppl  1424.45
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  4.57 | loss  7.31 | ppl  1500.64
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  4.56 | loss  7.25 | ppl  1406.32
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  4.55 | loss  7.19 | ppl  1319.94
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  4.56 | loss  7.19 | ppl  1329.06
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  4.56 | loss  7.27 | ppl  1441.69
