Vocabulary Size:  27710
Total number of model parameters: 11.60M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  6.16 | loss  9.44 | ppl 12629.07
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  4.52 | loss  8.48 | ppl  4810.53
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  4.54 | loss  8.35 | ppl  4214.83
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  4.54 | loss  8.16 | ppl  3512.57
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  4.54 | loss  8.21 | ppl  3675.71
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  4.56 | loss  8.29 | ppl  3986.02
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  4.56 | loss  7.97 | ppl  2887.90
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  4.55 | loss  8.34 | ppl  4199.31
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  4.54 | loss  8.10 | ppl  3292.93
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  4.58 | loss  7.70 | ppl  2205.35
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  4.56 | loss  7.43 | ppl  1686.11
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  4.58 | loss  7.53 | ppl  1854.77
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  4.55 | loss  7.39 | ppl  1621.22
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  4.55 | loss  7.43 | ppl  1694.18
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  4.53 | loss  7.42 | ppl  1670.91
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  4.54 | loss  7.42 | ppl  1669.36
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  4.54 | loss  7.38 | ppl  1604.87
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  4.55 | loss  7.35 | ppl  1561.52
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  4.60 | loss  7.28 | ppl  1453.13
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  4.57 | loss  7.32 | ppl  1511.07
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  4.56 | loss  7.34 | ppl  1543.85
