Vocabulary Size:  27710
Total number of model parameters: 12.40M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch  8.58 | loss  9.26 | ppl 10524.21
| epoch   1 |  1000/15983 batches | lr 20.00 | ms/batch  6.77 | loss  8.47 | ppl  4757.83
| epoch   1 |  1500/15983 batches | lr 20.00 | ms/batch  6.69 | loss  8.37 | ppl  4336.56
| epoch   1 |  2000/15983 batches | lr 20.00 | ms/batch  6.61 | loss  8.09 | ppl  3277.39
| epoch   1 |  2500/15983 batches | lr 20.00 | ms/batch  6.79 | loss  8.19 | ppl  3602.29
| epoch   1 |  3000/15983 batches | lr 20.00 | ms/batch  6.63 | loss  8.12 | ppl  3356.54
| epoch   1 |  3500/15983 batches | lr 20.00 | ms/batch  6.68 | loss  7.96 | ppl  2860.99
| epoch   1 |  4000/15983 batches | lr 20.00 | ms/batch  6.65 | loss  7.73 | ppl  2285.03
| epoch   1 |  4500/15983 batches | lr 20.00 | ms/batch  6.66 | loss  7.56 | ppl  1917.47
| epoch   1 |  5000/15983 batches | lr 20.00 | ms/batch  6.62 | loss  7.54 | ppl  1873.96
| epoch   1 |  5500/15983 batches | lr 20.00 | ms/batch  6.63 | loss  7.43 | ppl  1684.05
| epoch   1 |  6000/15983 batches | lr 20.00 | ms/batch  6.69 | loss  7.45 | ppl  1726.75
| epoch   1 |  6500/15983 batches | lr 20.00 | ms/batch  6.63 | loss  7.30 | ppl  1477.41
| epoch   1 |  7000/15983 batches | lr 20.00 | ms/batch  6.84 | loss  7.43 | ppl  1683.40
| epoch   1 |  7500/15983 batches | lr 20.00 | ms/batch  6.73 | loss  7.46 | ppl  1730.98
| epoch   1 |  8000/15983 batches | lr 20.00 | ms/batch  6.79 | loss  7.37 | ppl  1592.54
| epoch   1 |  8500/15983 batches | lr 20.00 | ms/batch  6.78 | loss  7.36 | ppl  1566.73
| epoch   1 |  9000/15983 batches | lr 20.00 | ms/batch  6.77 | loss  7.30 | ppl  1486.29
| epoch   1 |  9500/15983 batches | lr 20.00 | ms/batch  6.83 | loss  7.34 | ppl  1535.90
| epoch   1 | 10000/15983 batches | lr 20.00 | ms/batch  6.66 | loss  7.35 | ppl  1555.47
| epoch   1 | 10500/15983 batches | lr 20.00 | ms/batch  6.62 | loss  7.33 | ppl  1523.75
| epoch   1 | 11000/15983 batches | lr 20.00 | ms/batch  7.01 | loss  7.36 | ppl  1570.40
| epoch   1 | 11500/15983 batches | lr 20.00 | ms/batch  7.05 | loss  7.33 | ppl  1526.44
| epoch   1 | 12000/15983 batches | lr 20.00 | ms/batch  6.95 | loss  7.25 | ppl  1409.40
| epoch   1 | 12500/15983 batches | lr 20.00 | ms/batch  6.62 | loss  7.31 | ppl  1494.84
| epoch   1 | 13000/15983 batches | lr 20.00 | ms/batch  6.67 | loss  7.33 | ppl  1520.19
| epoch   1 | 13500/15983 batches | lr 20.00 | ms/batch  6.59 | loss  7.30 | ppl  1486.70
| epoch   1 | 14000/15983 batches | lr 20.00 | ms/batch  6.58 | loss  7.31 | ppl  1488.47
| epoch   1 | 14500/15983 batches | lr 20.00 | ms/batch  6.67 | loss  7.22 | ppl  1368.29
| epoch   1 | 15000/15983 batches | lr 20.00 | ms/batch  6.60 | loss  7.24 | ppl  1392.53
| epoch   1 | 15500/15983 batches | lr 20.00 | ms/batch  6.73 | loss  7.33 | ppl  1522.26
-----------------------------------------------------------------------------------------
| end of epoch   1 | time: 109.22s | valid loss  6.89 | valid ppl   987.08
-----------------------------------------------------------------------------------------
