We are using cuda:1
In train stage: data size: torch.Size([40, 1, 28, 28])
In test stage: data size: torch.Size([40, 1, 28, 28])
Train batch num: 1500, test batch num: 250
   Iter[100] loss:17355.09765625, rec loss:17303.396484375, kl loss:51.701499938964844
   Iter[200] loss:9803.83203125, rec loss:8862.578125, kl loss:941.25341796875
   Iter[300] loss:9495.9599609375, rec loss:8530.0615234375, kl loss:965.8988037109375
   Iter[400] loss:9492.28515625, rec loss:8776.8828125, kl loss:715.4021606445312
   Iter[500] loss:8805.5732421875, rec loss:8078.07470703125, kl loss:727.4984130859375
   Iter[600] loss:9125.2451171875, rec loss:8551.8740234375, kl loss:573.37109375
   Iter[700] loss:8488.99609375, rec loss:7910.00439453125, kl loss:578.9912109375
   Iter[800] loss:9131.388671875, rec loss:8621.7919921875, kl loss:509.5962829589844
   Iter[900] loss:8721.7568359375, rec loss:8244.115234375, kl loss:477.64117431640625
   Iter[1000] loss:8510.57421875, rec loss:8028.97802734375, kl loss:481.59637451171875
   Iter[1100] loss:8624.9990234375, rec loss:8208.43359375, kl loss:416.56536865234375
   Iter[1200] loss:8579.794921875, rec loss:8174.2724609375, kl loss:405.5220031738281
   Iter[1300] loss:8364.927734375, rec loss:7979.71142578125, kl loss:385.2164306640625
   Iter[1400] loss:8631.8955078125, rec loss:8276.8544921875, kl loss:355.04107666015625
   Iter[1500] loss:8174.900390625, rec loss:7756.82177734375, kl loss:418.07855224609375
>> Epoch[1]: loss: 9832.610081380208
   Iter[100] loss:8509.0830078125, rec loss:8162.2060546875, kl loss:346.8771057128906
   Iter[200] loss:8363.8134765625, rec loss:7998.51220703125, kl loss:365.301513671875
   Iter[300] loss:8676.34765625, rec loss:8368.646484375, kl loss:307.701416015625
   Iter[400] loss:8867.25390625, rec loss:8569.0390625, kl loss:298.215087890625
   Iter[500] loss:7779.2998046875, rec loss:7407.5234375, kl loss:371.77630615234375
   Iter[600] loss:7973.04541015625, rec loss:7575.6650390625, kl loss:397.3805236816406
   Iter[700] loss:8097.20458984375, rec loss:7710.0166015625, kl loss:387.1882019042969
