We are using cuda:1
In train stage: data size: torch.Size([40, 1, 28, 28])
In test stage: data size: torch.Size([40, 1, 28, 28])
Train batch num: 1500, test batch num: 250
   Iter[100] loss:20989.04296875, rec loss:20988.873046875, kl loss:0.17072096467018127
   Iter[200] loss:19767.072265625, rec loss:19767.033203125, kl loss:0.038858890533447266
   Iter[300] loss:17516.931640625, rec loss:17482.0859375, kl loss:34.84540557861328
   Iter[400] loss:16047.1123046875, rec loss:15269.904296875, kl loss:777.2081909179688
   Iter[500] loss:13631.8828125, rec loss:13163.33203125, kl loss:468.5509033203125
   Iter[600] loss:12104.5859375, rec loss:11575.140625, kl loss:529.4452514648438
   Iter[700] loss:10197.30078125, rec loss:9546.201171875, kl loss:651.099609375
   Iter[800] loss:9556.8349609375, rec loss:8857.8681640625, kl loss:698.9664306640625
   Iter[900] loss:9668.416015625, rec loss:8925.6796875, kl loss:742.7362060546875
   Iter[1000] loss:9060.0732421875, rec loss:8490.314453125, kl loss:569.7583618164062
   Iter[1100] loss:9029.9453125, rec loss:8426.3037109375, kl loss:603.6412353515625
   Iter[1200] loss:8986.5712890625, rec loss:8412.984375, kl loss:573.5868530273438
   Iter[1300] loss:8560.1591796875, rec loss:7991.4658203125, kl loss:568.6930541992188
   Iter[1400] loss:8951.8955078125, rec loss:8398.435546875, kl loss:553.4599609375
   Iter[1500] loss:9378.3828125, rec loss:8870.29296875, kl loss:508.0902404785156
>> Epoch[1]: loss: 12605.950162760417
   Iter[100] loss:9397.6337890625, rec loss:8940.73828125, kl loss:456.89520263671875
   Iter[200] loss:9228.4658203125, rec loss:8810.0, kl loss:418.466064453125
   Iter[300] loss:8801.2509765625, rec loss:8316.1259765625, kl loss:485.1248474121094
   Iter[400] loss:8993.345703125, rec loss:8577.443359375, kl loss:415.90228271484375
   Iter[500] loss:9015.12890625, rec loss:8634.1083984375, kl loss:381.020263671875
   Iter[600] loss:8788.513671875, rec loss:8407.6611328125, kl loss:380.852783203125
   Iter[700] loss:9416.1826171875, rec loss:9072.830078125, kl loss:343.3521728515625
   Iter[800] loss:8306.4482421875, rec loss:7882.5712890625, kl loss:423.8768310546875
   Iter[900] loss:8381.4765625, rec loss:7969.4990234375, kl loss:411.9775390625
   Iter[1000] loss:8294.466796875, rec loss:7865.80615234375, kl loss:428.6601867675781
   Iter[1100] loss:8269.287109375, rec loss:7897.548828125, kl loss:371.73797607421875
   Iter[1200] loss:9017.58203125, rec loss:8681.63671875, kl loss:335.94549560546875
   Iter[1300] loss:8606.685546875, rec loss:8262.36328125, kl loss:344.32244873046875
   Iter[1400] loss:8577.7041015625, rec loss:8271.1591796875, kl loss:306.5448913574219
   Iter[1500] loss:7822.89208984375, rec loss:7446.50048828125, kl loss:376.3916015625
>> Epoch[2]: loss: 8649.83748860677
   Iter[100] loss:8656.89453125, rec loss:8340.2421875, kl loss:316.6524963378906
   Iter[200] loss:7998.263671875, rec loss:7639.95263671875, kl loss:358.31121826171875
   Iter[300] loss:8534.291015625, rec loss:8243.7109375, kl loss:290.58056640625
   Iter[400] loss:8315.146484375, rec loss:8041.970703125, kl loss:273.1761474609375
   Iter[500] loss:8416.1572265625, rec loss:8128.95654296875, kl loss:287.2002258300781
   Iter[600] loss:8894.40234375, rec loss:8651.921875, kl loss:242.48092651367188
   Iter[700] loss:8358.55859375, rec loss:8067.314453125, kl loss:291.2440185546875
   Iter[800] loss:8039.47021484375, rec loss:7720.1650390625, kl loss:319.30511474609375
   Iter[900] loss:8231.2529296875, rec loss:7929.65673828125, kl loss:301.59625244140625
   Iter[1000] loss:8252.474609375, rec loss:7987.76025390625, kl loss:264.7139892578125
   Iter[1100] loss:8215.1650390625, rec loss:7935.22900390625, kl loss:279.9356689453125
   Iter[1200] loss:7961.7685546875, rec loss:7646.71923828125, kl loss:315.0494384765625
   Iter[1300] loss:8123.1943359375, rec loss:7844.1005859375, kl loss:279.0938415527344
   Iter[1400] loss:8196.0888671875, rec loss:7933.98388671875, kl loss:262.10504150390625
   Iter[1500] loss:8286.0126953125, rec loss:8019.4814453125, kl loss:266.5309143066406
>> Epoch[3]: loss: 8285.307251627604
   Iter[100] loss:7798.53515625, rec loss:7498.4423828125, kl loss:300.0926513671875
   Iter[200] loss:8384.880859375, rec loss:8150.11572265625, kl loss:234.7655487060547
   Iter[300] loss:8478.5556640625, rec loss:8230.40625, kl loss:248.1498565673828
   Iter[400] loss:8048.091796875, rec loss:7784.1904296875, kl loss:263.901123046875
   Iter[500] loss:8123.39453125, rec loss:7878.978515625, kl loss:244.41604614257812
   Iter[600] loss:7799.60595703125, rec loss:7527.92724609375, kl loss:271.6787109375
   Iter[700] loss:7627.8330078125, rec loss:7333.666015625, kl loss:294.1667785644531
   Iter[800] loss:8253.908203125, rec loss:8015.14697265625, kl loss:238.76087951660156
   Iter[900] loss:7636.005859375, rec loss:7367.9736328125, kl loss:268.0321044921875
   Iter[1000] loss:8148.8564453125, rec loss:7918.814453125, kl loss:230.04180908203125
   Iter[1100] loss:8282.9755859375, rec loss:8067.65478515625, kl loss:215.3203887939453
   Iter[1200] loss:7649.66357421875, rec loss:7394.0634765625, kl loss:255.6002197265625
   Iter[1300] loss:8320.298828125, rec loss:8105.80078125, kl loss:214.49832153320312
   Iter[1400] loss:7938.97265625, rec loss:7703.8681640625, kl loss:235.10433959960938
   Iter[1500] loss:7847.134765625, rec loss:7607.5556640625, kl loss:239.57933044433594
>> Epoch[4]: loss: 8079.997170572917
   Iter[100] loss:7970.7890625, rec loss:7746.49755859375, kl loss:224.29173278808594
   Iter[200] loss:7554.83203125, rec loss:7310.0791015625, kl loss:244.75270080566406
   Iter[300] loss:8276.763671875, rec loss:8065.3154296875, kl loss:211.44778442382812
   Iter[400] loss:8093.3798828125, rec loss:7899.5810546875, kl loss:193.79867553710938
   Iter[500] loss:8281.1630859375, rec loss:8087.29150390625, kl loss:193.87171936035156
   Iter[600] loss:8063.412109375, rec loss:7864.32373046875, kl loss:199.0885009765625
   Iter[700] loss:8335.701171875, rec loss:8123.50244140625, kl loss:212.19894409179688
   Iter[800] loss:7830.462890625, rec loss:7602.32763671875, kl loss:228.13543701171875
   Iter[900] loss:8013.8916015625, rec loss:7813.3955078125, kl loss:200.4961395263672
   Iter[1000] loss:7731.6435546875, rec loss:7519.0224609375, kl loss:212.62103271484375
   Iter[1100] loss:7635.44873046875, rec loss:7412.68798828125, kl loss:222.76092529296875
   Iter[1200] loss:7795.81494140625, rec loss:7576.927734375, kl loss:218.88702392578125
   Iter[1300] loss:7562.083984375, rec loss:7296.458984375, kl loss:265.6250915527344
   Iter[1400] loss:7234.60693359375, rec loss:6976.29248046875, kl loss:258.3143615722656
   Iter[1500] loss:8135.6630859375, rec loss:7961.7041015625, kl loss:173.95901489257812
>> Epoch[5]: loss: 7933.453857421875
   Iter[100] loss:7160.267578125, rec loss:6899.1708984375, kl loss:261.09686279296875
   Iter[200] loss:8217.1611328125, rec loss:8032.62451171875, kl loss:184.53677368164062
   Iter[300] loss:7663.76611328125, rec loss:7463.927734375, kl loss:199.83847045898438
   Iter[400] loss:7462.1376953125, rec loss:7240.216796875, kl loss:221.92080688476562
